,train,val,test
77,Pancalyze_HE_7_A-3,,
78,Pancalyze_HE_7_A-4,,
79,Pancalyze_HE_1_D-1,,
80,Pancalyze_HE_1_D-2,,
81,Pancalyze_HE_7_B-3,,
82,Pancalyze_HE_7_B-4,,
83,Pancalyze_HE_7_B-5,,
84,Pancalyze_HE_7_B-6,,
85,Pancalyze_HE_7_B-7,,
86,Pancalyze_HE_7_B-8,,
87,Pancalyze_HE_7_C-1,,
88,Pancalyze_HE_7_C-2,,
89,Pancalyze_HE_1_D-4,,
90,Pancalyze_HE_7_C-7,,
91,Pancalyze_HE_7_C-8,,
92,Pancalyze_HE_7_C-9,,
93,Pancalyze_HE_7_C-10,,
94,Pancalyze_HE_7_E-1,,
95,Pancalyze_HE_7_E-2,,
96,Pancalyze_HE_7_E-3,,
97,Pancalyze_HE_7_E-4,,
98,Pancalyze_HE_7_E-11,,
99,Pancalyze_HE_7_E-12,,
100,Pancalyze_HE_7_F-1,,
101,Pancalyze_HE_7_F-2,,
102,Pancalyze_HE_7_F-4,,
103,Pancalyze_HE_7_F-9,,
104,Pancalyze_HE_7_F-10,,
105,Pancalyze_HE_7_G-7,,
106,Pancalyze_HE_7_G-8,,
107,Pancalyze_HE_7_G-9,,
108,Pancalyze_HE_7_G-10,,
109,Pancalyze_HE_1_D-7,,
110,Pancalyze_HE_1_D-8,,
111,Pancalyze_HE_8_A-1,,
112,Pancalyze_HE_8_A-2,,
113,Pancalyze_HE_8_A-3,,
114,Pancalyze_HE_8_A-4,,
115,Pancalyze_HE_8_B-1,,
116,Pancalyze_HE_8_B-2,,
117,Pancalyze_HE_8_B-3,,
118,Pancalyze_HE_8_B-4,,
119,Pancalyze_HE_8_B-9,,
120,Pancalyze_HE_8_C-5,,
121,Pancalyze_HE_8_C-6,,
122,Pancalyze_HE_8_C-7,,
123,Pancalyze_HE_8_C-8,,
124,Pancalyze_HE_8_D-3,,
125,Pancalyze_HE_8_D-4,,
126,Pancalyze_HE_8_D-11,,
127,Pancalyze_HE_8_D-12,,
128,Pancalyze_HE_8_E-5,,
129,Pancalyze_HE_8_E-6,,
130,Pancalyze_HE_8_E-11,,
131,Pancalyze_HE_8_E-12,,
132,Pancalyze_HE_8_F-1,,
133,Pancalyze_HE_8_F-2,,
134,Pancalyze_HE_8_F-5,,
135,Pancalyze_HE_8_F-6,,
136,Pancalyze_HE_8_F-7,,
137,Pancalyze_HE_8_F-8,,
138,Pancalyze_HE_8_G-2,,
139,Pancalyze_HE_8_G-3,,
140,Pancalyze_HE_8_G-4,,
141,Pancalyze_HE_8_G-7,,
142,Pancalyze_HE_8_G-8,,
143,Pancalyze_HE_8_H-1,,
144,Pancalyze_HE_8_H-2,,
145,Pancalyze_HE_1_A-3,,
146,Pancalyze_HE_1_A-4,,
147,Pancalyze_HE_9_C-3,,
148,Pancalyze_HE_9_C-4,,
149,Pancalyze_HE_1_E-5,,
150,Pancalyze_HE_1_E-6,,
151,Pancalyze_HE_9_D-3,,
152,Pancalyze_HE_9_D-4,,
153,Pancalyze_HE_9_D-12,,
154,Pancalyze_HE_9_E-1,,
155,Pancalyze_HE_9_E-2,,
156,Pancalyze_HE_9_F-5,,
157,Pancalyze_HE_9_F-6,,
158,Pancalyze_HE_9_H-1,,
159,Pancalyze_HE_9_H-2,,
160,Pancalyze_HE_1_F-1,,
161,Pancalyze_HE_1_F-2,,
162,Pancalyze_HE_1_F-3,,
163,Pancalyze_HE_1_F-4,,
164,Pancalyze_HE_1_F-7,,
165,Pancalyze_HE_1_F-8,,
166,Pancalyze_HE_1_F-9,,
167,Pancalyze_HE_1_G-11,,
168,Pancalyze_HE_1_G-12,,
169,Pancalyze_HE_1_H-5,,
170,Pancalyze_HE_1_H-6,,
171,Pancalyze_HE_1_H-7,,
172,Pancalyze_HE_1_H-8,,
173,Pancalyze_HE_1_A-7,,
174,Pancalyze_HE_1_A-8,,
175,Pancalyze_HE_1_H-9,,
176,Pancalyze_HE_1_H-10,,
177,Pancalyze_HE_1_H-11,,
178,Pancalyze_HE_1_H-12,,
179,Pancalyze_HE_2_B-1,,
180,Pancalyze_HE_2_B-2,,
181,Pancalyze_HE_2_B-3,,
182,Pancalyze_HE_2_B-4,,
183,Pancalyze_HE_2_B-5,,
184,Pancalyze_HE_2_B-6,,
185,Pancalyze_HE_2_B-7,,
186,Pancalyze_HE_2_B-8,,
187,Pancalyze_HE_2_B-9,,
188,Pancalyze_HE_2_B-10,,
189,Pancalyze_HE_2_C-1,,
190,Pancalyze_HE_2_C-2,,
191,Pancalyze_HE_2_D-5,,
192,Pancalyze_HE_2_D-6,,
193,Pancalyze_HE_2_D-9,,
194,Pancalyze_HE_2_D-10,,
195,Pancalyze_HE_1_B-1,,
196,Pancalyze_HE_1_B-2,,
197,Pancalyze_HE_2_F-11,,
198,Pancalyze_HE_2_F-12,,
199,Pancalyze_HE_1_B-3,,
200,Pancalyze_HE_1_B-4,,
201,Pancalyze_HE_2_G-1,,
202,Pancalyze_HE_2_G-2,,
203,Pancalyze_HE_2_G-11,,
204,Pancalyze_HE_2_G-12,,
205,Pancalyze_HE_2_H-1,,
206,Pancalyze_HE_2_H-2,,
207,Pancalyze_HE_4_E-1,,
208,Pancalyze_HE_4_E-2,,
209,Pancalyze_HE_4_G-5,,
210,Pancalyze_HE_4_G-6,,
211,Pancalyze_HE_4_C-11,,
212,Pancalyze_HE_4_C-12,,
213,Pancalyze_HE_5_E-5,,
214,Pancalyze_HE_5_E-6,,
215,Pancalyze_HE_5_F-11,,
216,Pancalyze_HE_5_F-12,,
217,Pancalyze_HE_4_C-9,,
218,Pancalyze_HE_4_C-10,,
219,Pancalyze_HE_5_C-9,,
220,Pancalyze_HE_5_C-10,,
221,Pancalyze_HE_5_A-7,,
222,Pancalyze_HE_5_A-8,,
223,Pancalyze_HE_4_E-3,,
224,Pancalyze_HE_4_E-4,,
225,Pancalyze_HE_4_H-5,,
226,Pancalyze_HE_4_H-6,,
227,Pancalyze_HE_4_F-11,,
228,Pancalyze_HE_4_F-12,,
229,Pancalyze_HE_4_F-9,,
230,Pancalyze_HE_4_F-10,,
231,Pancalyze_HE_5_C-5,,
232,Pancalyze_HE_5_C-6,,
233,Pancalyze_HE_5_C-7,,
234,Pancalyze_HE_5_C-8,,
235,Pancalyze_HE_4_D-5,,
236,Pancalyze_HE_4_D-6,,
237,Pancalyze_HE_5_B-9,,
238,Pancalyze_HE_5_B-10,,
239,Pancalyze_HE_4_D-11,,
240,Pancalyze_HE_4_D-12,,
241,Pancalyze_HE_5_G-9,,
242,Pancalyze_HE_5_G-10,,
243,Pancalyze_HE_4_E-11,,
244,Pancalyze_HE_4_E-12,,
245,Pancalyze_HE_4_D-3,,
246,Pancalyze_HE_4_D-4,,
247,Pancalyze_HE_5_G-3,,
248,Pancalyze_HE_5_G-4,,
249,Pancalyze_HE_5_E-11,,
250,Pancalyze_HE_5_E-12,,
251,Pancalyze_HE_5_A-1,,
252,Pancalyze_HE_5_A-2,,
253,Pancalyze_HE_4_G-9,,
254,Pancalyze_HE_4_G-10,,
255,Pancalyze_HE_4_F-3,,
256,Pancalyze_HE_4_F-4,,
257,Pancalyze_HE_5_F-1,,
258,Pancalyze_HE_5_F-2,,
259,Pancalyze_HE_4_F-5,,
260,Pancalyze_HE_4_F-6,,
261,Pancalyze_HE_3_A-3,,
262,Pancalyze_HE_3_A-4,,
263,Pancalyze_HE_3_A-11,,
264,Pancalyze_HE_3_A-12,,
265,Pancalyze_HE_3_B-11,,
266,Pancalyze_HE_3_B-12,,
267,Pancalyze_HE_3_C-7,,
268,Pancalyze_HE_3_C-8,,
269,Pancalyze_HE_1_B-7,,
270,Pancalyze_HE_1_B-8,,
271,Pancalyze_HE_3_D-5,,
272,Pancalyze_HE_3_D-6,,
273,Pancalyze_HE_3_D-7,,
274,Pancalyze_HE_3_D-8,,
275,Pancalyze_HE_3_E-3,,
276,Pancalyze_HE_3_E-4,,
277,Pancalyze_HE_3_E-9,,
278,Pancalyze_HE_3_E-10,,
279,Pancalyze_HE_3_F-5,,
280,Pancalyze_HE_3_F-6,,
281,Pancalyze_HE_3_G-1,,
282,Pancalyze_HE_3_G-2,,
283,Pancalyze_HE_3_G-3,,
284,Pancalyze_HE_3_G-4,,
285,Pancalyze_HE_3_H-5,,
286,Pancalyze_HE_3_H-6,,
287,Pancalyze_HE_4_A-1,,
288,Pancalyze_HE_4_A-2,,
289,Pancalyze_HE_4_B-3,,
290,Pancalyze_HE_4_B-4,,
291,Pancalyze_HE_4_B-5,,
292,Pancalyze_HE_4_B-6,,
293,Pancalyze_HE_6_A-11,,
294,Pancalyze_HE_6_A-12,,
295,Pancalyze_HE_6_B-1,,
296,Pancalyze_HE_6_B-2,,
297,Pancalyze_HE_1_C-7,,
298,Pancalyze_HE_1_C-8,,
299,Pancalyze_HE_6_D-3,,
300,Pancalyze_HE_6_D-4,,
301,Pancalyze_HE_6_D-7,,
302,Pancalyze_HE_6_D-8,,
303,Pancalyze_HE_6_D-9,,
304,Pancalyze_HE_6_D-10,,
305,Pancalyze_HE_6_E-3,,
306,Pancalyze_HE_6_E-4,,
307,Pancalyze_HE_6_F-5,,
308,Pancalyze_HE_6_F-6,,
309,Pancalyze_HE_6_F-11,,
310,Pancalyze_HE_6_F-12,,
311,Pancalyze_HE_6_G-5,,
312,Pancalyze_HE_6_G-6,,
313,Pancalyze_HE_6_G-7,,
314,Pancalyze_HE_6_G-8,,
315,Pancalyze_HE_7_A-11,,
316,Pancalyze_HE_7_A-12,,
317,Pancalyze_HE_7_B-1,,
318,Pancalyze_HE_7_B-2,,
319,Pancalyze_HE_7_B-11,,
320,Pancalyze_HE_7_B-12,,
321,Pancalyze_HE_7_D-7,,
322,Pancalyze_HE_7_D-8,,
323,Pancalyze_HE_1_D-5,,
324,Pancalyze_HE_1_D-6,,
325,Pancalyze_HE_7_F-5,,
326,Pancalyze_HE_7_F-6,,
327,Pancalyze_HE_7_F-11,,
328,Pancalyze_HE_7_H-7,,
329,Pancalyze_HE_7_H-8,,
330,Pancalyze_HE_8_B-12,,
331,Pancalyze_HE_8_C-1,,
332,Pancalyze_HE_8_C-2,,
333,Pancalyze_HE_8_C-9,,
334,Pancalyze_HE_8_C-10,,
335,Pancalyze_HE_1_D-11,,
336,Pancalyze_HE_1_D-12,,
337,Pancalyze_HE_8_F-9,,
338,Pancalyze_HE_8_F-10,,
339,Pancalyze_HE_8_G-5,,
340,Pancalyze_HE_8_G-6,,
341,Pancalyze_HE_8_H-6,,
342,Pancalyze_HE_8_H-7,,
343,Pancalyze_HE_8_H-8,,
344,Pancalyze_HE_8_H-11,,
345,Pancalyze_HE_9_B-5,,
346,Pancalyze_HE_9_B-6,,
347,Pancalyze_HE_9_B-7,,
348,Pancalyze_HE_9_B-8,,
349,Pancalyze_HE_9_C-11,,
350,Pancalyze_HE_9_C-12,,
351,Pancalyze_HE_9_D-6,,
352,Pancalyze_HE_9_E-3,,
353,Pancalyze_HE_9_E-4,,
354,Pancalyze_HE_9_E-5,,
355,Pancalyze_HE_9_E-6,,
356,Pancalyze_HE_9_F-9,,
357,Pancalyze_HE_9_F-10,,
358,Pancalyze_HE_9_G-1,,
359,Pancalyze_HE_9_G-2,,
360,Pancalyze_HE_1_E-9,,
361,Pancalyze_HE_9_H-5,,
362,Pancalyze_HE_9_H-6,,
363,Pancalyze_HE_1_E-11,,
364,Pancalyze_HE_1_E-12,,
365,Pancalyze_HE_1_F-11,,
366,Pancalyze_HE_1_F-12,,
367,Pancalyze_HE_1_G-5,,
368,Pancalyze_HE_1_G-6,,
369,Pancalyze_HE_2_A-1,,
370,Pancalyze_HE_2_A-2,,
371,Pancalyze_HE_2_C-7,,
372,Pancalyze_HE_2_C-8,,
373,Pancalyze_HE_1_A-11,,
374,Pancalyze_HE_1_A-12,,
375,Pancalyze_HE_2_D-3,,
376,Pancalyze_HE_2_D-4,,
377,Pancalyze_HE_2_E-7,,
378,Pancalyze_HE_2_E-8,,
379,Pancalyze_HE_2_E-9,,
380,Pancalyze_HE_2_E-10,,
381,Pancalyze_HE_2_F-9,,
382,Pancalyze_HE_2_F-10,,
383,Pancalyze_HE_2_F-7,,
384,Pancalyze_HE_2_F-8,,
385,Pancalyze_HE_2_G-3,,
386,Pancalyze_HE_2_G-4,,
387,Pancalyze_HE_2_G-9,,
388,Pancalyze_HE_2_G-10,,
389,Pancalyze_HE_1_B-5,,
390,Pancalyze_HE_1_B-6,,
391,Pancalyze_HE_4_G-7,,
392,Pancalyze_HE_4_G-8,,
393,Pancalyze_HE_4_G-1,,
394,Pancalyze_HE_4_G-2,,
395,Pancalyze_HE_4_F-7,,
396,Pancalyze_HE_4_F-8,,
397,Pancalyze_HE_5_H-5,,
398,Pancalyze_HE_5_H-6,,
399,Pancalyze_HE_5_H-7,,
400,Pancalyze_HE_5_H-8,,
401,Pancalyze_HE_4_E-9,,
402,Pancalyze_HE_4_E-10,,
403,Pancalyze_HE_4_C-7,,
404,Pancalyze_HE_4_C-8,,
405,Pancalyze_HE_4_H-11,,
406,Pancalyze_HE_4_H-12,,
407,Pancalyze_HE_4_C-5,,
408,Pancalyze_HE_4_C-6,,
409,Pancalyze_HE_4_H-3,,
410,Pancalyze_HE_4_H-4,,
411,Pancalyze_HE_5_A-5,,
412,Pancalyze_HE_5_A-6,,
413,Pancalyze_HE_5_B-7,,
414,Pancalyze_HE_5_B-8,,
415,Pancalyze_HE_5_H-9,,
416,Pancalyze_HE_5_H-10,,
417,Pancalyze_HE_5_E-1,,
418,Pancalyze_HE_5_E-2,,
