,train,val,test
91,Pancalyze_HE_7_C-8,,
92,Pancalyze_HE_7_C-9,,
93,Pancalyze_HE_7_C-10,,
94,Pancalyze_HE_7_D-3,,
95,Pancalyze_HE_7_D-4,,
96,Pancalyze_HE_7_E-1,,
97,Pancalyze_HE_7_E-2,,
98,Pancalyze_HE_7_E-3,,
99,Pancalyze_HE_7_E-4,,
100,Pancalyze_HE_7_E-10,,
101,Pancalyze_HE_7_E-11,,
102,Pancalyze_HE_7_E-12,,
103,Pancalyze_HE_7_F-1,,
104,Pancalyze_HE_7_F-2,,
105,Pancalyze_HE_7_F-9,,
106,Pancalyze_HE_7_F-10,,
107,Pancalyze_HE_7_G-7,,
108,Pancalyze_HE_7_G-8,,
109,Pancalyze_HE_7_G-9,,
110,Pancalyze_HE_7_G-10,,
111,Pancalyze_HE_1_D-7,,
112,Pancalyze_HE_1_D-8,,
113,Pancalyze_HE_8_A-7,,
114,Pancalyze_HE_8_A-8,,
115,Pancalyze_HE_8_B-1,,
116,Pancalyze_HE_8_B-2,,
117,Pancalyze_HE_8_B-3,,
118,Pancalyze_HE_8_B-4,,
119,Pancalyze_HE_8_B-9,,
120,Pancalyze_HE_8_C-5,,
121,Pancalyze_HE_8_C-6,,
122,Pancalyze_HE_8_C-7,,
123,Pancalyze_HE_8_C-8,,
124,Pancalyze_HE_8_D-3,,
125,Pancalyze_HE_8_D-4,,
126,Pancalyze_HE_8_D-11,,
127,Pancalyze_HE_8_D-12,,
128,Pancalyze_HE_8_E-5,,
129,Pancalyze_HE_8_E-6,,
130,Pancalyze_HE_8_E-11,,
131,Pancalyze_HE_8_E-12,,
132,Pancalyze_HE_8_F-1,,
133,Pancalyze_HE_8_F-2,,
134,Pancalyze_HE_8_F-5,,
135,Pancalyze_HE_8_F-6,,
136,Pancalyze_HE_8_G-3,,
137,Pancalyze_HE_8_G-4,,
138,Pancalyze_HE_8_G-7,,
139,Pancalyze_HE_8_G-8,,
140,Pancalyze_HE_8_H-1,,
141,Pancalyze_HE_8_H-2,,
142,Pancalyze_HE_1_A-3,,
143,Pancalyze_HE_1_A-4,,
144,Pancalyze_HE_9_C-5,,
145,Pancalyze_HE_9_C-6,,
146,Pancalyze_HE_1_E-5,,
147,Pancalyze_HE_1_E-6,,
148,Pancalyze_HE_9_D-3,,
149,Pancalyze_HE_9_D-4,,
150,Pancalyze_HE_9_D-9,,
151,Pancalyze_HE_9_D-10,,
152,Pancalyze_HE_9_E-1,,
153,Pancalyze_HE_9_E-2,,
154,Pancalyze_HE_9_F-3,,
155,Pancalyze_HE_9_F-4,,
156,Pancalyze_HE_9_F-5,,
157,Pancalyze_HE_9_F-6,,
158,Pancalyze_HE_9_F-11,,
159,Pancalyze_HE_9_G-11,,
160,Pancalyze_HE_9_G-12,,
161,Pancalyze_HE_9_H-1,,
162,Pancalyze_HE_9_H-2,,
163,Pancalyze_HE_1_F-1,,
164,Pancalyze_HE_1_F-2,,
165,Pancalyze_HE_1_F-3,,
166,Pancalyze_HE_1_F-4,,
167,Pancalyze_HE_1_F-7,,
168,Pancalyze_HE_1_F-8,,
169,Pancalyze_HE_1_F-9,,
170,Pancalyze_HE_1_G-7,,
171,Pancalyze_HE_1_G-8,,
172,Pancalyze_HE_1_G-11,,
173,Pancalyze_HE_1_G-12,,
174,Pancalyze_HE_1_H-7,,
175,Pancalyze_HE_1_H-8,,
176,Pancalyze_HE_1_A-7,,
177,Pancalyze_HE_1_A-8,,
178,Pancalyze_HE_1_H-9,,
179,Pancalyze_HE_1_H-10,,
180,Pancalyze_HE_2_A-5,,
181,Pancalyze_HE_2_A-6,,
182,Pancalyze_HE_2_B-1,,
183,Pancalyze_HE_2_B-2,,
184,Pancalyze_HE_2_B-3,,
185,Pancalyze_HE_2_B-4,,
186,Pancalyze_HE_2_B-5,,
187,Pancalyze_HE_2_B-6,,
188,Pancalyze_HE_2_B-7,,
189,Pancalyze_HE_2_B-8,,
190,Pancalyze_HE_2_C-1,,
191,Pancalyze_HE_2_C-2,,
192,Pancalyze_HE_2_C-3,,
193,Pancalyze_HE_2_C-4,,
194,Pancalyze_HE_2_D-5,,
195,Pancalyze_HE_2_D-6,,
196,Pancalyze_HE_2_D-9,,
197,Pancalyze_HE_2_D-10,,
198,Pancalyze_HE_2_E-1,,
199,Pancalyze_HE_2_E-2,,
200,Pancalyze_HE_2_E-11,,
201,Pancalyze_HE_2_E-12,,
202,Pancalyze_HE_2_F-1,,
203,Pancalyze_HE_2_F-2,,
204,Pancalyze_HE_2_F-11,,
205,Pancalyze_HE_2_F-12,,
206,Pancalyze_HE_1_B-3,,
207,Pancalyze_HE_1_B-4,,
208,Pancalyze_HE_2_G-1,,
209,Pancalyze_HE_2_G-2,,
210,Pancalyze_HE_5_E-9,,
211,Pancalyze_HE_5_E-10,,
212,Pancalyze_HE_4_H-9,,
213,Pancalyze_HE_4_H-10,,
214,Pancalyze_HE_4_C-11,,
215,Pancalyze_HE_4_C-12,,
216,Pancalyze_HE_5_F-11,,
217,Pancalyze_HE_5_F-12,,
218,Pancalyze_HE_4_C-9,,
219,Pancalyze_HE_4_C-10,,
220,Pancalyze_HE_5_C-9,,
221,Pancalyze_HE_5_C-10,,
222,Pancalyze_HE_5_A-7,,
223,Pancalyze_HE_5_A-8,,
224,Pancalyze_HE_4_E-3,,
225,Pancalyze_HE_4_E-4,,
226,Pancalyze_HE_4_F-11,,
227,Pancalyze_HE_4_F-12,,
228,Pancalyze_HE_5_C-5,,
229,Pancalyze_HE_5_C-6,,
230,Pancalyze_HE_5_C-7,,
231,Pancalyze_HE_5_C-8,,
232,Pancalyze_HE_5_D-1,,
233,Pancalyze_HE_5_D-2,,
234,Pancalyze_HE_5_D-3,,
235,Pancalyze_HE_5_D-4,,
236,Pancalyze_HE_4_D-11,,
237,Pancalyze_HE_4_D-12,,
238,Pancalyze_HE_5_G-9,,
239,Pancalyze_HE_5_G-10,,
240,Pancalyze_HE_4_E-11,,
241,Pancalyze_HE_4_E-12,,
242,Pancalyze_HE_5_H-2,,
243,Pancalyze_HE_5_B-1,,
244,Pancalyze_HE_5_B-2,,
245,Pancalyze_HE_4_D-3,,
246,Pancalyze_HE_4_D-4,,
247,Pancalyze_HE_5_E-11,,
248,Pancalyze_HE_5_E-12,,
249,Pancalyze_HE_5_A-1,,
250,Pancalyze_HE_5_A-2,,
251,Pancalyze_HE_5_B-11,,
252,Pancalyze_HE_4_G-9,,
253,Pancalyze_HE_4_G-10,,
254,Pancalyze_HE_4_F-3,,
255,Pancalyze_HE_4_F-4,,
256,Pancalyze_HE_5_F-1,,
257,Pancalyze_HE_5_F-2,,
258,Pancalyze_HE_4_F-5,,
259,Pancalyze_HE_4_F-6,,
260,Pancalyze_HE_2_H-5,,
261,Pancalyze_HE_2_H-6,,
262,Pancalyze_HE_3_A-3,,
263,Pancalyze_HE_3_A-4,,
264,Pancalyze_HE_3_B-11,,
265,Pancalyze_HE_3_B-12,,
266,Pancalyze_HE_3_C-7,,
267,Pancalyze_HE_3_C-8,,
268,Pancalyze_HE_1_B-7,,
269,Pancalyze_HE_1_B-8,,
270,Pancalyze_HE_3_D-5,,
271,Pancalyze_HE_3_D-6,,
272,Pancalyze_HE_3_D-7,,
273,Pancalyze_HE_3_D-8,,
274,Pancalyze_HE_3_E-3,,
275,Pancalyze_HE_3_E-4,,
276,Pancalyze_HE_3_E-9,,
277,Pancalyze_HE_3_E-10,,
278,Pancalyze_HE_3_F-5,,
279,Pancalyze_HE_3_F-6,,
280,Pancalyze_HE_3_G-1,,
281,Pancalyze_HE_3_G-2,,
282,Pancalyze_HE_3_G-3,,
283,Pancalyze_HE_3_G-4,,
284,Pancalyze_HE_3_H-3,,
285,Pancalyze_HE_3_H-4,,
286,Pancalyze_HE_4_A-1,,
287,Pancalyze_HE_4_A-2,,
288,Pancalyze_HE_4_B-3,,
289,Pancalyze_HE_4_B-4,,
290,Pancalyze_HE_6_B-1,,
291,Pancalyze_HE_6_B-2,,
292,Pancalyze_HE_6_D-3,,
293,Pancalyze_HE_6_D-4,,
294,Pancalyze_HE_6_D-7,,
295,Pancalyze_HE_6_D-8,,
296,Pancalyze_HE_6_D-9,,
297,Pancalyze_HE_6_D-10,,
298,Pancalyze_HE_6_F-11,,
299,Pancalyze_HE_6_F-12,,
300,Pancalyze_HE_6_G-5,,
301,Pancalyze_HE_6_G-6,,
302,Pancalyze_HE_6_G-7,,
303,Pancalyze_HE_6_G-8,,
304,Pancalyze_HE_6_G-9,,
305,Pancalyze_HE_6_G-10,,
306,Pancalyze_HE_7_A-11,,
307,Pancalyze_HE_7_A-12,,
308,Pancalyze_HE_7_B-1,,
309,Pancalyze_HE_7_B-2,,
310,Pancalyze_HE_7_B-11,,
311,Pancalyze_HE_7_B-12,,
312,Pancalyze_HE_7_D-7,,
313,Pancalyze_HE_7_D-8,,
314,Pancalyze_HE_1_D-5,,
315,Pancalyze_HE_1_D-6,,
316,Pancalyze_HE_7_F-5,,
317,Pancalyze_HE_7_F-6,,
318,Pancalyze_HE_7_F-11,,
319,Pancalyze_HE_7_H-7,,
320,Pancalyze_HE_7_H-8,,
321,Pancalyze_HE_8_A-9,,
322,Pancalyze_HE_8_A-10,,
323,Pancalyze_HE_8_B-12,,
324,Pancalyze_HE_8_C-1,,
325,Pancalyze_HE_8_C-2,,
326,Pancalyze_HE_8_C-9,,
327,Pancalyze_HE_8_C-10,,
328,Pancalyze_HE_8_D-1,,
329,Pancalyze_HE_8_D-2,,
330,Pancalyze_HE_8_D-7,,
331,Pancalyze_HE_8_D-8,,
332,Pancalyze_HE_8_E-1,,
333,Pancalyze_HE_8_E-2,,
334,Pancalyze_HE_8_F-9,,
335,Pancalyze_HE_8_F-10,,
336,Pancalyze_HE_8_G-5,,
337,Pancalyze_HE_8_G-6,,
338,Pancalyze_HE_8_H-6,,
339,Pancalyze_HE_8_H-7,,
340,Pancalyze_HE_8_H-8,,
341,Pancalyze_HE_8_H-11,,
342,Pancalyze_HE_9_B-5,,
343,Pancalyze_HE_9_B-6,,
344,Pancalyze_HE_9_B-7,,
345,Pancalyze_HE_9_B-8,,
346,Pancalyze_HE_9_C-1,,
347,Pancalyze_HE_9_C-2,,
348,Pancalyze_HE_9_C-9,,
349,Pancalyze_HE_9_C-10,,
350,Pancalyze_HE_9_D-6,,
351,Pancalyze_HE_9_D-7,,
352,Pancalyze_HE_9_D-8,,
353,Pancalyze_HE_9_E-3,,
354,Pancalyze_HE_9_E-4,,
355,Pancalyze_HE_9_E-5,,
356,Pancalyze_HE_9_E-6,,
357,Pancalyze_HE_9_E-7,,
358,Pancalyze_HE_9_E-8,,
359,Pancalyze_HE_9_E-11,,
360,Pancalyze_HE_9_E-12,,
361,Pancalyze_HE_9_F-9,,
362,Pancalyze_HE_9_F-10,,
363,Pancalyze_HE_1_E-9,,
364,Pancalyze_HE_9_H-5,,
365,Pancalyze_HE_9_H-6,,
366,Pancalyze_HE_1_E-11,,
367,Pancalyze_HE_1_E-12,,
368,Pancalyze_HE_1_F-11,,
369,Pancalyze_HE_1_F-12,,
370,Pancalyze_HE_1_G-3,,
371,Pancalyze_HE_1_G-4,,
372,Pancalyze_HE_1_G-5,,
373,Pancalyze_HE_1_G-6,,
374,Pancalyze_HE_2_C-7,,
375,Pancalyze_HE_2_C-8,,
376,Pancalyze_HE_2_E-9,,
377,Pancalyze_HE_2_E-10,,
378,Pancalyze_HE_2_F-9,,
379,Pancalyze_HE_2_F-10,,
380,Pancalyze_HE_2_F-7,,
381,Pancalyze_HE_2_F-8,,
382,Pancalyze_HE_2_G-3,,
383,Pancalyze_HE_2_G-4,,
384,Pancalyze_HE_2_G-7,,
385,Pancalyze_HE_2_G-8,,
386,Pancalyze_HE_2_G-9,,
387,Pancalyze_HE_2_G-10,,
388,Pancalyze_HE_1_B-5,,
389,Pancalyze_HE_1_B-6,,
390,Pancalyze_HE_4_D-1,,
391,Pancalyze_HE_4_D-2,,
392,Pancalyze_HE_4_G-11,,
393,Pancalyze_HE_4_G-12,,
394,Pancalyze_HE_5_E-3,,
395,Pancalyze_HE_5_E-4,,
396,Pancalyze_HE_4_G-7,,
397,Pancalyze_HE_4_G-8,,
398,Pancalyze_HE_5_F-5,,
399,Pancalyze_HE_5_F-6,,
400,Pancalyze_HE_4_G-1,,
401,Pancalyze_HE_4_G-2,,
402,Pancalyze_HE_4_E-7,,
403,Pancalyze_HE_4_E-8,,
404,Pancalyze_HE_4_E-9,,
405,Pancalyze_HE_4_E-10,,
406,Pancalyze_HE_4_C-7,,
407,Pancalyze_HE_4_C-8,,
408,Pancalyze_HE_4_H-11,,
409,Pancalyze_HE_4_H-12,,
410,Pancalyze_HE_4_H-3,,
411,Pancalyze_HE_4_H-4,,
412,Pancalyze_HE_5_H-9,,
413,Pancalyze_HE_5_H-10,,
414,Pancalyze_HE_5_E-1,,
415,Pancalyze_HE_5_E-2,,
