,train,val,test
51,Pancalyze_HE_6_B-6,Pancalyze_HE_6_G-6,Pancalyze_HE_3_D-8
52,Pancalyze_HE_6_B-7,Pancalyze_HE_6_G-7,Pancalyze_HE_6_E-3
53,Pancalyze_HE_6_B-8,Pancalyze_HE_6_G-8,Pancalyze_HE_6_E-4
54,Pancalyze_HE_6_B-9,Pancalyze_HE_9_F-9,
55,Pancalyze_HE_6_B-10,Pancalyze_HE_9_F-10,
56,Pancalyze_HE_6_B-11,,
57,Pancalyze_HE_6_B-12,,
58,Pancalyze_HE_6_C-1,,
59,Pancalyze_HE_6_C-2,,
60,Pancalyze_HE_6_C-5,,
61,Pancalyze_HE_6_C-6,,
62,Pancalyze_HE_6_C-7,,
63,Pancalyze_HE_6_C-8,,
64,Pancalyze_HE_6_C-9,,
65,Pancalyze_HE_6_C-10,,
66,Pancalyze_HE_6_D-5,,
67,Pancalyze_HE_6_D-6,,
68,Pancalyze_HE_6_E-7,,
69,Pancalyze_HE_6_E-8,,
70,Pancalyze_HE_6_E-9,,
71,Pancalyze_HE_6_E-10,,
72,Pancalyze_HE_6_E-11,,
73,Pancalyze_HE_6_E-12,,
74,Pancalyze_HE_6_F-3,,
75,Pancalyze_HE_6_F-4,,
76,Pancalyze_HE_6_F-9,,
77,Pancalyze_HE_6_F-10,,
78,Pancalyze_HE_6_H-1,,
79,Pancalyze_HE_6_H-2,,
80,Pancalyze_HE_6_H-4,,
81,Pancalyze_HE_7_A-1,,
82,Pancalyze_HE_7_A-2,,
83,Pancalyze_HE_7_A-3,,
84,Pancalyze_HE_7_A-4,,
85,Pancalyze_HE_1_D-1,,
86,Pancalyze_HE_1_D-2,,
87,Pancalyze_HE_7_B-3,,
88,Pancalyze_HE_7_B-4,,
89,Pancalyze_HE_7_B-5,,
90,Pancalyze_HE_7_B-6,,
91,Pancalyze_HE_1_D-4,,
92,Pancalyze_HE_7_E-1,,
93,Pancalyze_HE_7_E-2,,
94,Pancalyze_HE_7_E-3,,
95,Pancalyze_HE_7_E-4,,
96,Pancalyze_HE_7_E-10,,
97,Pancalyze_HE_7_E-11,,
98,Pancalyze_HE_7_E-12,,
99,Pancalyze_HE_7_F-1,,
100,Pancalyze_HE_7_F-2,,
101,Pancalyze_HE_7_F-9,,
102,Pancalyze_HE_7_F-10,,
103,Pancalyze_HE_7_G-7,,
104,Pancalyze_HE_7_G-8,,
105,Pancalyze_HE_7_G-9,,
106,Pancalyze_HE_7_G-10,,
107,Pancalyze_HE_8_A-1,,
108,Pancalyze_HE_8_A-2,,
109,Pancalyze_HE_8_A-3,,
110,Pancalyze_HE_8_A-4,,
111,Pancalyze_HE_8_A-7,,
112,Pancalyze_HE_8_A-8,,
113,Pancalyze_HE_8_C-5,,
114,Pancalyze_HE_8_C-6,,
115,Pancalyze_HE_8_C-7,,
116,Pancalyze_HE_8_C-8,,
117,Pancalyze_HE_8_D-3,,
118,Pancalyze_HE_8_D-4,,
119,Pancalyze_HE_8_D-11,,
120,Pancalyze_HE_8_D-12,,
121,Pancalyze_HE_8_E-5,,
122,Pancalyze_HE_8_E-6,,
123,Pancalyze_HE_8_E-11,,
124,Pancalyze_HE_8_E-12,,
125,Pancalyze_HE_8_F-1,,
126,Pancalyze_HE_8_F-2,,
127,Pancalyze_HE_8_F-5,,
128,Pancalyze_HE_8_F-6,,
129,Pancalyze_HE_8_F-7,,
130,Pancalyze_HE_8_F-8,,
131,Pancalyze_HE_8_G-2,,
132,Pancalyze_HE_8_G-3,,
133,Pancalyze_HE_8_G-4,,
134,Pancalyze_HE_8_G-7,,
135,Pancalyze_HE_8_G-8,,
136,Pancalyze_HE_8_H-1,,
137,Pancalyze_HE_8_H-2,,
138,Pancalyze_HE_1_A-3,,
139,Pancalyze_HE_1_A-4,,
140,Pancalyze_HE_9_C-3,,
141,Pancalyze_HE_9_C-4,,
142,Pancalyze_HE_9_C-5,,
143,Pancalyze_HE_9_C-6,,
144,Pancalyze_HE_1_E-5,,
145,Pancalyze_HE_1_E-6,,
146,Pancalyze_HE_9_D-3,,
147,Pancalyze_HE_9_D-4,,
148,Pancalyze_HE_9_D-12,,
149,Pancalyze_HE_9_E-1,,
150,Pancalyze_HE_9_E-2,,
151,Pancalyze_HE_9_F-3,,
152,Pancalyze_HE_9_F-4,,
153,Pancalyze_HE_9_F-11,,
154,Pancalyze_HE_1_F-1,,
155,Pancalyze_HE_1_F-2,,
156,Pancalyze_HE_1_F-3,,
157,Pancalyze_HE_1_F-4,,
158,Pancalyze_HE_1_F-7,,
159,Pancalyze_HE_1_F-8,,
160,Pancalyze_HE_1_F-9,,
161,Pancalyze_HE_1_G-7,,
162,Pancalyze_HE_1_G-8,,
163,Pancalyze_HE_1_G-11,,
164,Pancalyze_HE_1_G-12,,
165,Pancalyze_HE_1_H-7,,
166,Pancalyze_HE_1_H-8,,
167,Pancalyze_HE_1_A-7,,
168,Pancalyze_HE_1_A-8,,
169,Pancalyze_HE_1_H-9,,
170,Pancalyze_HE_1_H-10,,
171,Pancalyze_HE_1_H-11,,
172,Pancalyze_HE_1_H-12,,
173,Pancalyze_HE_2_A-5,,
174,Pancalyze_HE_2_A-6,,
175,Pancalyze_HE_2_B-1,,
176,Pancalyze_HE_2_B-2,,
177,Pancalyze_HE_2_B-3,,
178,Pancalyze_HE_2_B-4,,
179,Pancalyze_HE_2_B-5,,
180,Pancalyze_HE_2_B-6,,
181,Pancalyze_HE_2_B-7,,
182,Pancalyze_HE_2_B-8,,
183,Pancalyze_HE_2_B-9,,
184,Pancalyze_HE_2_B-10,,
185,Pancalyze_HE_2_C-1,,
186,Pancalyze_HE_2_C-2,,
187,Pancalyze_HE_2_C-3,,
188,Pancalyze_HE_2_C-4,,
189,Pancalyze_HE_2_D-9,,
190,Pancalyze_HE_2_D-10,,
191,Pancalyze_HE_2_E-1,,
192,Pancalyze_HE_2_E-2,,
193,Pancalyze_HE_2_E-11,,
194,Pancalyze_HE_2_E-12,,
195,Pancalyze_HE_2_F-11,,
196,Pancalyze_HE_2_F-12,,
197,Pancalyze_HE_2_G-1,,
198,Pancalyze_HE_2_G-2,,
199,Pancalyze_HE_2_G-11,,
200,Pancalyze_HE_2_G-12,,
201,Pancalyze_HE_2_H-1,,
202,Pancalyze_HE_2_H-2,,
203,Pancalyze_HE_4_E-1,,
204,Pancalyze_HE_4_E-2,,
205,Pancalyze_HE_4_H-9,,
206,Pancalyze_HE_4_H-10,,
207,Pancalyze_HE_4_G-5,,
208,Pancalyze_HE_4_G-6,,
209,Pancalyze_HE_4_C-11,,
210,Pancalyze_HE_4_C-12,,
211,Pancalyze_HE_5_E-5,,
212,Pancalyze_HE_5_E-6,,
213,Pancalyze_HE_5_F-11,,
214,Pancalyze_HE_5_F-12,,
215,Pancalyze_HE_4_C-9,,
216,Pancalyze_HE_4_C-10,,
217,Pancalyze_HE_5_A-7,,
218,Pancalyze_HE_5_A-8,,
219,Pancalyze_HE_4_E-3,,
220,Pancalyze_HE_4_E-4,,
221,Pancalyze_HE_5_H-3,,
222,Pancalyze_HE_5_H-4,,
223,Pancalyze_HE_4_H-5,,
224,Pancalyze_HE_4_H-6,,
225,Pancalyze_HE_4_F-11,,
226,Pancalyze_HE_4_F-12,,
227,Pancalyze_HE_4_F-9,,
228,Pancalyze_HE_4_F-10,,
229,Pancalyze_HE_5_C-11,,
230,Pancalyze_HE_5_C-12,,
231,Pancalyze_HE_5_C-5,,
232,Pancalyze_HE_5_C-6,,
233,Pancalyze_HE_5_C-7,,
234,Pancalyze_HE_5_C-8,,
235,Pancalyze_HE_5_B-9,,
236,Pancalyze_HE_5_B-10,,
237,Pancalyze_HE_5_D-1,,
238,Pancalyze_HE_5_D-2,,
239,Pancalyze_HE_5_D-3,,
240,Pancalyze_HE_5_D-4,,
241,Pancalyze_HE_5_G-9,,
242,Pancalyze_HE_5_G-10,,
243,Pancalyze_HE_5_B-1,,
244,Pancalyze_HE_5_B-2,,
245,Pancalyze_HE_4_D-3,,
246,Pancalyze_HE_4_D-4,,
247,Pancalyze_HE_5_G-3,,
248,Pancalyze_HE_5_G-4,,
249,Pancalyze_HE_5_E-11,,
250,Pancalyze_HE_5_E-12,,
251,Pancalyze_HE_5_A-1,,
252,Pancalyze_HE_5_A-2,,
253,Pancalyze_HE_5_B-11,,
254,Pancalyze_HE_4_G-9,,
255,Pancalyze_HE_4_G-10,,
256,Pancalyze_HE_4_F-3,,
257,Pancalyze_HE_4_F-4,,
258,Pancalyze_HE_5_F-1,,
259,Pancalyze_HE_5_F-2,,
260,Pancalyze_HE_2_H-5,,
261,Pancalyze_HE_2_H-6,,
262,Pancalyze_HE_3_A-3,,
263,Pancalyze_HE_3_A-4,,
264,Pancalyze_HE_3_A-11,,
265,Pancalyze_HE_3_A-12,,
266,Pancalyze_HE_3_C-7,,
267,Pancalyze_HE_3_C-8,,
268,Pancalyze_HE_1_B-7,,
269,Pancalyze_HE_1_B-8,,
270,Pancalyze_HE_3_D-5,,
271,Pancalyze_HE_3_D-6,,
272,Pancalyze_HE_3_E-3,,
273,Pancalyze_HE_3_E-4,,
274,Pancalyze_HE_3_E-9,,
275,Pancalyze_HE_3_E-10,,
276,Pancalyze_HE_3_G-1,,
277,Pancalyze_HE_3_G-2,,
278,Pancalyze_HE_3_H-5,,
279,Pancalyze_HE_3_H-6,,
280,Pancalyze_HE_4_A-1,,
281,Pancalyze_HE_4_A-2,,
282,Pancalyze_HE_4_B-3,,
283,Pancalyze_HE_4_B-4,,
284,Pancalyze_HE_4_B-5,,
285,Pancalyze_HE_4_B-6,,
286,Pancalyze_HE_6_A-11,,
287,Pancalyze_HE_6_A-12,,
288,Pancalyze_HE_6_B-1,,
289,Pancalyze_HE_6_B-2,,
290,Pancalyze_HE_1_C-7,,
291,Pancalyze_HE_1_C-8,,
292,Pancalyze_HE_6_D-3,,
293,Pancalyze_HE_6_D-4,,
294,Pancalyze_HE_6_D-7,,
295,Pancalyze_HE_6_D-8,,
296,Pancalyze_HE_6_D-9,,
297,Pancalyze_HE_6_D-10,,
298,Pancalyze_HE_6_F-5,,
299,Pancalyze_HE_6_F-6,,
300,Pancalyze_HE_6_G-9,,
301,Pancalyze_HE_6_G-10,,
302,Pancalyze_HE_7_A-11,,
303,Pancalyze_HE_7_A-12,,
304,Pancalyze_HE_7_B-1,,
305,Pancalyze_HE_7_B-2,,
306,Pancalyze_HE_7_B-11,,
307,Pancalyze_HE_7_B-12,,
308,Pancalyze_HE_7_D-7,,
309,Pancalyze_HE_7_D-8,,
310,Pancalyze_HE_1_D-5,,
311,Pancalyze_HE_1_D-6,,
312,Pancalyze_HE_7_F-5,,
313,Pancalyze_HE_7_F-6,,
314,Pancalyze_HE_7_F-11,,
315,Pancalyze_HE_7_H-7,,
316,Pancalyze_HE_7_H-8,,
317,Pancalyze_HE_8_A-9,,
318,Pancalyze_HE_8_A-10,,
319,Pancalyze_HE_8_B-12,,
320,Pancalyze_HE_8_C-1,,
321,Pancalyze_HE_8_C-2,,
322,Pancalyze_HE_8_D-7,,
323,Pancalyze_HE_8_D-8,,
324,Pancalyze_HE_8_E-1,,
325,Pancalyze_HE_8_E-2,,
326,Pancalyze_HE_8_F-9,,
327,Pancalyze_HE_8_F-10,,
328,Pancalyze_HE_8_G-5,,
329,Pancalyze_HE_8_G-6,,
330,Pancalyze_HE_8_H-7,,
331,Pancalyze_HE_8_H-8,,
332,Pancalyze_HE_8_H-11,,
333,Pancalyze_HE_9_C-1,,
334,Pancalyze_HE_9_C-2,,
335,Pancalyze_HE_9_C-9,,
336,Pancalyze_HE_9_C-10,,
337,Pancalyze_HE_9_C-11,,
338,Pancalyze_HE_9_C-12,,
339,Pancalyze_HE_9_D-6,,
340,Pancalyze_HE_9_D-7,,
341,Pancalyze_HE_9_D-8,,
342,Pancalyze_HE_9_E-3,,
343,Pancalyze_HE_9_E-4,,
344,Pancalyze_HE_9_E-5,,
345,Pancalyze_HE_9_E-6,,
346,Pancalyze_HE_9_E-7,,
347,Pancalyze_HE_9_E-8,,
348,Pancalyze_HE_9_E-11,,
349,Pancalyze_HE_9_E-12,,
350,Pancalyze_HE_9_G-1,,
351,Pancalyze_HE_9_G-2,,
352,Pancalyze_HE_1_E-9,,
353,Pancalyze_HE_9_H-5,,
354,Pancalyze_HE_9_H-6,,
355,Pancalyze_HE_1_E-11,,
356,Pancalyze_HE_1_E-12,,
357,Pancalyze_HE_1_G-3,,
358,Pancalyze_HE_1_G-4,,
359,Pancalyze_HE_1_G-5,,
360,Pancalyze_HE_1_G-6,,
361,Pancalyze_HE_2_C-7,,
362,Pancalyze_HE_2_C-8,,
363,Pancalyze_HE_1_A-11,,
364,Pancalyze_HE_1_A-12,,
365,Pancalyze_HE_2_D-3,,
366,Pancalyze_HE_2_D-4,,
367,Pancalyze_HE_2_E-7,,
368,Pancalyze_HE_2_E-8,,
369,Pancalyze_HE_2_F-9,,
370,Pancalyze_HE_2_F-10,,
371,Pancalyze_HE_2_F-7,,
372,Pancalyze_HE_2_F-8,,
373,Pancalyze_HE_2_G-3,,
374,Pancalyze_HE_2_G-4,,
375,Pancalyze_HE_2_G-7,,
376,Pancalyze_HE_2_G-8,,
377,Pancalyze_HE_2_G-9,,
378,Pancalyze_HE_2_G-10,,
379,Pancalyze_HE_1_B-5,,
380,Pancalyze_HE_1_B-6,,
381,Pancalyze_HE_4_D-1,,
382,Pancalyze_HE_4_D-2,,
383,Pancalyze_HE_4_G-11,,
384,Pancalyze_HE_4_G-12,,
385,Pancalyze_HE_5_E-3,,
386,Pancalyze_HE_5_E-4,,
387,Pancalyze_HE_4_G-7,,
388,Pancalyze_HE_4_G-8,,
389,Pancalyze_HE_5_F-5,,
390,Pancalyze_HE_5_F-6,,
391,Pancalyze_HE_4_G-1,,
392,Pancalyze_HE_4_G-2,,
393,Pancalyze_HE_4_F-7,,
394,Pancalyze_HE_4_F-8,,
395,Pancalyze_HE_4_E-7,,
396,Pancalyze_HE_4_E-8,,
397,Pancalyze_HE_4_E-9,,
398,Pancalyze_HE_4_E-10,,
399,Pancalyze_HE_4_C-7,,
400,Pancalyze_HE_4_C-8,,
401,Pancalyze_HE_4_H-11,,
402,Pancalyze_HE_4_H-12,,
403,Pancalyze_HE_4_C-5,,
404,Pancalyze_HE_4_C-6,,
405,Pancalyze_HE_5_A-5,,
406,Pancalyze_HE_5_A-6,,
407,Pancalyze_HE_5_B-7,,
408,Pancalyze_HE_5_B-8,,
409,Pancalyze_HE_5_H-9,,
410,Pancalyze_HE_5_H-10,,
411,Pancalyze_HE_5_E-1,,
412,Pancalyze_HE_5_E-2,,
