,train,val,test
31,Pancalyze_HE_3_F-2,Pancalyze_HE_8_B-2,Pancalyze_HE_4_B-12
32,Pancalyze_HE_3_F-7,Pancalyze_HE_2_G-7,Pancalyze_HE_3_F-5
33,Pancalyze_HE_3_F-8,Pancalyze_HE_2_G-8,Pancalyze_HE_3_F-6
34,Pancalyze_HE_3_G-5,Pancalyze_HE_3_E-9,Pancalyze_HE_4_H-3
35,Pancalyze_HE_3_G-6,Pancalyze_HE_3_E-10,Pancalyze_HE_4_H-4
36,Pancalyze_HE_3_G-9,Pancalyze_HE_4_G-7,Pancalyze_HE_9_E-3
37,Pancalyze_HE_3_G-10,Pancalyze_HE_4_G-8,Pancalyze_HE_9_E-4
38,Pancalyze_HE_3_G-11,Pancalyze_HE_9_C-1,Pancalyze_HE_9_E-5
39,Pancalyze_HE_3_G-12,Pancalyze_HE_9_C-2,Pancalyze_HE_9_E-6
40,Pancalyze_HE_3_H-1,Pancalyze_HE_8_G-5,Pancalyze_HE_4_G-11
41,Pancalyze_HE_3_H-2,Pancalyze_HE_8_G-6,Pancalyze_HE_4_G-12
42,Pancalyze_HE_3_H-9,Pancalyze_HE_4_F-7,Pancalyze_HE_9_E-11
43,Pancalyze_HE_3_H-10,Pancalyze_HE_4_F-8,Pancalyze_HE_9_E-12
44,Pancalyze_HE_4_A-7,Pancalyze_HE_5_E-3,Pancalyze_HE_9_H-5
45,Pancalyze_HE_4_A-8,Pancalyze_HE_5_E-4,Pancalyze_HE_9_H-6
46,Pancalyze_HE_4_A-11,Pancalyze_HE_9_F-9,Pancalyze_HE_2_D-3
47,Pancalyze_HE_4_A-12,Pancalyze_HE_9_F-10,Pancalyze_HE_2_D-4
48,Pancalyze_HE_6_A-3,Pancalyze_HE_1_D-5,Pancalyze_HE_1_D-11
49,Pancalyze_HE_6_A-4,Pancalyze_HE_1_D-6,Pancalyze_HE_1_D-12
50,Pancalyze_HE_6_A-7,Pancalyze_HE_8_D-1,Pancalyze_HE_2_H-5
51,Pancalyze_HE_6_A-8,Pancalyze_HE_8_D-2,Pancalyze_HE_2_H-6
52,Pancalyze_HE_6_B-5,,Pancalyze_HE_4_G-1
53,Pancalyze_HE_6_B-6,,Pancalyze_HE_4_G-2
54,Pancalyze_HE_6_B-7,,
55,Pancalyze_HE_6_B-8,,
56,Pancalyze_HE_6_B-9,,
57,Pancalyze_HE_6_B-10,,
58,Pancalyze_HE_6_C-1,,
59,Pancalyze_HE_6_C-2,,
60,Pancalyze_HE_6_C-5,,
61,Pancalyze_HE_6_C-6,,
62,Pancalyze_HE_6_C-9,,
63,Pancalyze_HE_6_C-10,,
64,Pancalyze_HE_6_D-5,,
65,Pancalyze_HE_6_D-6,,
66,Pancalyze_HE_6_E-7,,
67,Pancalyze_HE_6_E-8,,
68,Pancalyze_HE_6_F-3,,
69,Pancalyze_HE_6_F-4,,
70,Pancalyze_HE_6_F-9,,
71,Pancalyze_HE_6_F-10,,
72,Pancalyze_HE_6_H-1,,
73,Pancalyze_HE_6_H-2,,
74,Pancalyze_HE_6_H-4,,
75,Pancalyze_HE_7_A-1,,
76,Pancalyze_HE_7_A-2,,
77,Pancalyze_HE_7_A-3,,
78,Pancalyze_HE_7_A-4,,
79,Pancalyze_HE_7_B-3,,
80,Pancalyze_HE_7_B-4,,
81,Pancalyze_HE_7_B-5,,
82,Pancalyze_HE_7_B-6,,
83,Pancalyze_HE_7_C-1,,
84,Pancalyze_HE_7_C-2,,
85,Pancalyze_HE_1_D-4,,
86,Pancalyze_HE_7_C-7,,
87,Pancalyze_HE_7_C-8,,
88,Pancalyze_HE_7_C-9,,
89,Pancalyze_HE_7_C-10,,
90,Pancalyze_HE_7_E-1,,
91,Pancalyze_HE_7_E-2,,
92,Pancalyze_HE_7_E-3,,
93,Pancalyze_HE_7_E-4,,
94,Pancalyze_HE_7_E-10,,
95,Pancalyze_HE_7_E-11,,
96,Pancalyze_HE_7_E-12,,
97,Pancalyze_HE_7_F-1,,
98,Pancalyze_HE_7_F-2,,
99,Pancalyze_HE_7_F-4,,
100,Pancalyze_HE_7_F-9,,
101,Pancalyze_HE_7_F-10,,
102,Pancalyze_HE_7_G-7,,
103,Pancalyze_HE_7_G-8,,
104,Pancalyze_HE_7_G-9,,
105,Pancalyze_HE_7_G-10,,
106,Pancalyze_HE_8_A-1,,
107,Pancalyze_HE_8_A-2,,
108,Pancalyze_HE_8_A-3,,
109,Pancalyze_HE_8_A-4,,
110,Pancalyze_HE_8_A-7,,
111,Pancalyze_HE_8_A-8,,
112,Pancalyze_HE_8_B-9,,
113,Pancalyze_HE_8_C-5,,
114,Pancalyze_HE_8_C-6,,
115,Pancalyze_HE_8_C-7,,
116,Pancalyze_HE_8_C-8,,
117,Pancalyze_HE_8_D-3,,
118,Pancalyze_HE_8_D-4,,
119,Pancalyze_HE_8_D-11,,
120,Pancalyze_HE_8_D-12,,
121,Pancalyze_HE_8_E-5,,
122,Pancalyze_HE_8_E-6,,
123,Pancalyze_HE_8_F-1,,
124,Pancalyze_HE_8_F-2,,
125,Pancalyze_HE_8_F-5,,
126,Pancalyze_HE_8_F-6,,
127,Pancalyze_HE_8_F-7,,
128,Pancalyze_HE_8_F-8,,
129,Pancalyze_HE_8_G-2,,
130,Pancalyze_HE_8_G-3,,
131,Pancalyze_HE_8_G-4,,
132,Pancalyze_HE_8_G-7,,
133,Pancalyze_HE_8_G-8,,
134,Pancalyze_HE_8_H-1,,
135,Pancalyze_HE_8_H-2,,
136,Pancalyze_HE_1_A-3,,
137,Pancalyze_HE_1_A-4,,
138,Pancalyze_HE_9_C-3,,
139,Pancalyze_HE_9_C-4,,
140,Pancalyze_HE_9_C-5,,
141,Pancalyze_HE_9_C-6,,
142,Pancalyze_HE_1_E-5,,
143,Pancalyze_HE_1_E-6,,
144,Pancalyze_HE_9_D-3,,
145,Pancalyze_HE_9_D-4,,
146,Pancalyze_HE_9_D-9,,
147,Pancalyze_HE_9_D-10,,
148,Pancalyze_HE_9_D-12,,
149,Pancalyze_HE_9_E-1,,
150,Pancalyze_HE_9_E-2,,
151,Pancalyze_HE_9_F-3,,
152,Pancalyze_HE_9_F-4,,
153,Pancalyze_HE_9_F-5,,
154,Pancalyze_HE_9_F-6,,
155,Pancalyze_HE_9_F-11,,
156,Pancalyze_HE_1_F-1,,
157,Pancalyze_HE_1_F-2,,
158,Pancalyze_HE_1_F-3,,
159,Pancalyze_HE_1_F-4,,
160,Pancalyze_HE_1_F-7,,
161,Pancalyze_HE_1_F-8,,
162,Pancalyze_HE_1_F-9,,
163,Pancalyze_HE_1_G-7,,
164,Pancalyze_HE_1_G-8,,
165,Pancalyze_HE_1_G-11,,
166,Pancalyze_HE_1_G-12,,
167,Pancalyze_HE_1_H-7,,
168,Pancalyze_HE_1_H-8,,
169,Pancalyze_HE_1_A-7,,
170,Pancalyze_HE_1_A-8,,
171,Pancalyze_HE_1_H-9,,
172,Pancalyze_HE_1_H-10,,
173,Pancalyze_HE_1_H-11,,
174,Pancalyze_HE_1_H-12,,
175,Pancalyze_HE_2_A-5,,
176,Pancalyze_HE_2_A-6,,
177,Pancalyze_HE_2_B-1,,
178,Pancalyze_HE_2_B-2,,
179,Pancalyze_HE_2_B-3,,
180,Pancalyze_HE_2_B-4,,
181,Pancalyze_HE_2_B-5,,
182,Pancalyze_HE_2_B-6,,
183,Pancalyze_HE_2_B-7,,
184,Pancalyze_HE_2_B-8,,
185,Pancalyze_HE_2_B-9,,
186,Pancalyze_HE_2_B-10,,
187,Pancalyze_HE_2_C-1,,
188,Pancalyze_HE_2_C-2,,
189,Pancalyze_HE_2_D-5,,
190,Pancalyze_HE_2_D-6,,
191,Pancalyze_HE_2_D-9,,
192,Pancalyze_HE_2_D-10,,
193,Pancalyze_HE_2_E-11,,
194,Pancalyze_HE_2_E-12,,
195,Pancalyze_HE_2_F-1,,
196,Pancalyze_HE_2_F-2,,
197,Pancalyze_HE_2_F-11,,
198,Pancalyze_HE_2_F-12,,
199,Pancalyze_HE_1_B-3,,
200,Pancalyze_HE_1_B-4,,
201,Pancalyze_HE_2_G-1,,
202,Pancalyze_HE_2_G-2,,
203,Pancalyze_HE_2_G-11,,
204,Pancalyze_HE_2_G-12,,
205,Pancalyze_HE_2_H-1,,
206,Pancalyze_HE_2_H-2,,
207,Pancalyze_HE_4_E-1,,
208,Pancalyze_HE_4_E-2,,
209,Pancalyze_HE_5_E-9,,
210,Pancalyze_HE_5_E-10,,
211,Pancalyze_HE_4_H-9,,
212,Pancalyze_HE_4_H-10,,
213,Pancalyze_HE_4_G-5,,
214,Pancalyze_HE_4_G-6,,
215,Pancalyze_HE_5_E-5,,
216,Pancalyze_HE_5_E-6,,
217,Pancalyze_HE_4_C-9,,
218,Pancalyze_HE_4_C-10,,
219,Pancalyze_HE_5_C-9,,
220,Pancalyze_HE_5_C-10,,
221,Pancalyze_HE_5_H-3,,
222,Pancalyze_HE_5_H-4,,
223,Pancalyze_HE_4_H-5,,
224,Pancalyze_HE_4_H-6,,
225,Pancalyze_HE_4_F-11,,
226,Pancalyze_HE_4_F-12,,
227,Pancalyze_HE_4_F-9,,
228,Pancalyze_HE_4_F-10,,
229,Pancalyze_HE_5_C-5,,
230,Pancalyze_HE_5_C-6,,
231,Pancalyze_HE_5_C-7,,
232,Pancalyze_HE_5_C-8,,
233,Pancalyze_HE_4_D-5,,
234,Pancalyze_HE_4_D-6,,
235,Pancalyze_HE_5_B-9,,
236,Pancalyze_HE_5_B-10,,
237,Pancalyze_HE_5_C-1,,
238,Pancalyze_HE_5_C-2,,
239,Pancalyze_HE_5_D-1,,
240,Pancalyze_HE_5_D-2,,
241,Pancalyze_HE_5_D-3,,
242,Pancalyze_HE_5_D-4,,
243,Pancalyze_HE_4_D-11,,
244,Pancalyze_HE_4_D-12,,
245,Pancalyze_HE_5_G-9,,
246,Pancalyze_HE_5_G-10,,
247,Pancalyze_HE_4_E-11,,
248,Pancalyze_HE_4_E-12,,
249,Pancalyze_HE_5_H-2,,
250,Pancalyze_HE_5_B-1,,
251,Pancalyze_HE_5_B-2,,
252,Pancalyze_HE_4_D-3,,
253,Pancalyze_HE_4_D-4,,
254,Pancalyze_HE_5_A-1,,
255,Pancalyze_HE_5_A-2,,
256,Pancalyze_HE_5_B-11,,
257,Pancalyze_HE_4_F-5,,
258,Pancalyze_HE_4_F-6,,
259,Pancalyze_HE_3_A-3,,
260,Pancalyze_HE_3_A-4,,
261,Pancalyze_HE_3_A-11,,
262,Pancalyze_HE_3_A-12,,
263,Pancalyze_HE_3_B-11,,
264,Pancalyze_HE_3_B-12,,
265,Pancalyze_HE_3_C-7,,
266,Pancalyze_HE_3_C-8,,
267,Pancalyze_HE_1_B-7,,
268,Pancalyze_HE_1_B-8,,
269,Pancalyze_HE_3_D-5,,
270,Pancalyze_HE_3_D-6,,
271,Pancalyze_HE_3_D-7,,
272,Pancalyze_HE_3_D-8,,
273,Pancalyze_HE_3_E-3,,
274,Pancalyze_HE_3_E-4,,
275,Pancalyze_HE_3_G-1,,
276,Pancalyze_HE_3_G-2,,
277,Pancalyze_HE_3_G-3,,
278,Pancalyze_HE_3_G-4,,
279,Pancalyze_HE_3_H-3,,
280,Pancalyze_HE_3_H-4,,
281,Pancalyze_HE_3_H-5,,
282,Pancalyze_HE_3_H-6,,
283,Pancalyze_HE_4_A-1,,
284,Pancalyze_HE_4_A-2,,
285,Pancalyze_HE_4_B-3,,
286,Pancalyze_HE_4_B-4,,
287,Pancalyze_HE_4_B-5,,
288,Pancalyze_HE_4_B-6,,
289,Pancalyze_HE_6_A-11,,
290,Pancalyze_HE_6_A-12,,
291,Pancalyze_HE_6_B-1,,
292,Pancalyze_HE_6_B-2,,
293,Pancalyze_HE_1_C-7,,
294,Pancalyze_HE_1_C-8,,
295,Pancalyze_HE_6_D-3,,
296,Pancalyze_HE_6_D-4,,
297,Pancalyze_HE_6_D-7,,
298,Pancalyze_HE_6_D-8,,
299,Pancalyze_HE_6_D-9,,
300,Pancalyze_HE_6_D-10,,
301,Pancalyze_HE_6_E-3,,
302,Pancalyze_HE_6_E-4,,
303,Pancalyze_HE_6_F-5,,
304,Pancalyze_HE_6_F-6,,
305,Pancalyze_HE_6_F-11,,
306,Pancalyze_HE_6_F-12,,
307,Pancalyze_HE_6_G-5,,
308,Pancalyze_HE_6_G-6,,
309,Pancalyze_HE_6_G-7,,
310,Pancalyze_HE_6_G-8,,
311,Pancalyze_HE_6_G-9,,
312,Pancalyze_HE_6_G-10,,
313,Pancalyze_HE_7_A-11,,
314,Pancalyze_HE_7_A-12,,
315,Pancalyze_HE_7_B-1,,
316,Pancalyze_HE_7_B-2,,
317,Pancalyze_HE_7_B-11,,
318,Pancalyze_HE_7_B-12,,
319,Pancalyze_HE_7_D-7,,
320,Pancalyze_HE_7_D-8,,
321,Pancalyze_HE_7_F-5,,
322,Pancalyze_HE_7_F-6,,
323,Pancalyze_HE_7_F-11,,
324,Pancalyze_HE_7_H-7,,
325,Pancalyze_HE_7_H-8,,
326,Pancalyze_HE_8_A-9,,
327,Pancalyze_HE_8_A-10,,
328,Pancalyze_HE_8_B-12,,
329,Pancalyze_HE_8_C-1,,
330,Pancalyze_HE_8_C-2,,
331,Pancalyze_HE_8_C-9,,
332,Pancalyze_HE_8_C-10,,
333,Pancalyze_HE_8_D-7,,
334,Pancalyze_HE_8_D-8,,
335,Pancalyze_HE_8_E-1,,
336,Pancalyze_HE_8_E-2,,
337,Pancalyze_HE_8_F-9,,
338,Pancalyze_HE_8_F-10,,
339,Pancalyze_HE_8_H-6,,
340,Pancalyze_HE_8_H-7,,
341,Pancalyze_HE_8_H-8,,
342,Pancalyze_HE_8_H-11,,
343,Pancalyze_HE_9_A-9,,
344,Pancalyze_HE_9_A-10,,
345,Pancalyze_HE_9_A-11,,
346,Pancalyze_HE_9_A-12,,
347,Pancalyze_HE_9_B-5,,
348,Pancalyze_HE_9_B-6,,
349,Pancalyze_HE_9_B-7,,
350,Pancalyze_HE_9_B-8,,
351,Pancalyze_HE_9_C-9,,
352,Pancalyze_HE_9_C-10,,
353,Pancalyze_HE_9_C-11,,
354,Pancalyze_HE_9_C-12,,
355,Pancalyze_HE_9_D-6,,
356,Pancalyze_HE_9_D-7,,
357,Pancalyze_HE_9_D-8,,
358,Pancalyze_HE_9_E-7,,
359,Pancalyze_HE_9_E-8,,
360,Pancalyze_HE_9_G-1,,
361,Pancalyze_HE_9_G-2,,
362,Pancalyze_HE_1_E-9,,
363,Pancalyze_HE_1_E-11,,
364,Pancalyze_HE_1_E-12,,
365,Pancalyze_HE_1_F-11,,
366,Pancalyze_HE_1_F-12,,
367,Pancalyze_HE_1_G-3,,
368,Pancalyze_HE_1_G-4,,
369,Pancalyze_HE_1_G-5,,
370,Pancalyze_HE_1_G-6,,
371,Pancalyze_HE_2_A-1,,
372,Pancalyze_HE_2_A-2,,
373,Pancalyze_HE_2_C-7,,
374,Pancalyze_HE_2_C-8,,
375,Pancalyze_HE_1_A-11,,
376,Pancalyze_HE_1_A-12,,
377,Pancalyze_HE_2_E-7,,
378,Pancalyze_HE_2_E-8,,
379,Pancalyze_HE_2_E-9,,
380,Pancalyze_HE_2_E-10,,
381,Pancalyze_HE_2_F-9,,
382,Pancalyze_HE_2_F-10,,
383,Pancalyze_HE_2_F-7,,
384,Pancalyze_HE_2_F-8,,
385,Pancalyze_HE_2_G-3,,
386,Pancalyze_HE_2_G-4,,
387,Pancalyze_HE_2_G-9,,
388,Pancalyze_HE_2_G-10,,
389,Pancalyze_HE_1_B-5,,
390,Pancalyze_HE_1_B-6,,
391,Pancalyze_HE_4_D-1,,
392,Pancalyze_HE_4_D-2,,
393,Pancalyze_HE_5_F-5,,
394,Pancalyze_HE_5_F-6,,
395,Pancalyze_HE_4_E-7,,
396,Pancalyze_HE_4_E-8,,
397,Pancalyze_HE_5_H-5,,
398,Pancalyze_HE_5_H-6,,
399,Pancalyze_HE_5_H-7,,
400,Pancalyze_HE_5_H-8,,
401,Pancalyze_HE_4_E-9,,
402,Pancalyze_HE_4_E-10,,
403,Pancalyze_HE_4_C-7,,
404,Pancalyze_HE_4_C-8,,
405,Pancalyze_HE_4_H-11,,
406,Pancalyze_HE_4_H-12,,
407,Pancalyze_HE_4_C-5,,
408,Pancalyze_HE_4_C-6,,
409,Pancalyze_HE_5_A-5,,
410,Pancalyze_HE_5_A-6,,
411,Pancalyze_HE_5_B-7,,
412,Pancalyze_HE_5_B-8,,
413,Pancalyze_HE_5_H-9,,
414,Pancalyze_HE_5_H-10,,
415,Pancalyze_HE_5_E-1,,
416,Pancalyze_HE_5_E-2,,
