,train,val,test
30,Pancalyze_HE_3_G-11,Pancalyze_HE_1_G-3,Pancalyze_HE_4_A-8
31,Pancalyze_HE_3_G-12,Pancalyze_HE_1_G-4,Pancalyze_HE_1_E-11
32,Pancalyze_HE_3_H-1,Pancalyze_HE_9_D-6,Pancalyze_HE_1_E-12
33,Pancalyze_HE_3_H-2,Pancalyze_HE_1_E-9,Pancalyze_HE_6_F-5
34,Pancalyze_HE_3_H-9,Pancalyze_HE_8_H-7,Pancalyze_HE_6_F-6
35,Pancalyze_HE_3_H-10,Pancalyze_HE_8_H-8,Pancalyze_HE_2_A-1
36,Pancalyze_HE_4_A-9,Pancalyze_HE_4_H-3,Pancalyze_HE_2_A-2
37,Pancalyze_HE_4_A-10,Pancalyze_HE_4_H-4,Pancalyze_HE_3_D-7
38,Pancalyze_HE_4_A-11,Pancalyze_HE_3_D-5,Pancalyze_HE_3_D-8
39,Pancalyze_HE_4_A-12,Pancalyze_HE_3_D-6,Pancalyze_HE_4_B-5
40,Pancalyze_HE_4_B-7,Pancalyze_HE_7_F-11,Pancalyze_HE_4_B-6
41,Pancalyze_HE_4_B-8,Pancalyze_HE_2_G-9,Pancalyze_HE_2_G-3
42,Pancalyze_HE_4_B-11,Pancalyze_HE_2_G-10,Pancalyze_HE_2_G-4
43,Pancalyze_HE_4_B-12,Pancalyze_HE_8_C-9,Pancalyze_HE_6_E-3
44,Pancalyze_HE_6_A-3,Pancalyze_HE_8_C-10,Pancalyze_HE_6_E-4
45,Pancalyze_HE_6_A-4,Pancalyze_HE_8_B-12,Pancalyze_HE_6_B-1
46,Pancalyze_HE_6_A-5,,Pancalyze_HE_6_B-2
47,Pancalyze_HE_6_A-6,,Pancalyze_HE_8_E-1
48,Pancalyze_HE_6_A-7,,Pancalyze_HE_8_E-2
49,Pancalyze_HE_6_A-8,,Pancalyze_HE_4_A-1
50,Pancalyze_HE_6_B-5,,Pancalyze_HE_4_A-2
51,Pancalyze_HE_6_B-6,,
52,Pancalyze_HE_6_B-7,,
53,Pancalyze_HE_6_B-8,,
54,Pancalyze_HE_6_B-9,,
55,Pancalyze_HE_6_B-10,,
56,Pancalyze_HE_6_B-11,,
57,Pancalyze_HE_6_B-12,,
58,Pancalyze_HE_6_C-5,,
59,Pancalyze_HE_6_C-6,,
60,Pancalyze_HE_6_C-7,,
61,Pancalyze_HE_6_C-8,,
62,Pancalyze_HE_6_D-5,,
63,Pancalyze_HE_6_D-6,,
64,Pancalyze_HE_6_E-7,,
65,Pancalyze_HE_6_E-8,,
66,Pancalyze_HE_6_E-9,,
67,Pancalyze_HE_6_E-10,,
68,Pancalyze_HE_6_E-11,,
69,Pancalyze_HE_6_E-12,,
70,Pancalyze_HE_6_F-3,,
71,Pancalyze_HE_6_F-4,,
72,Pancalyze_HE_6_F-9,,
73,Pancalyze_HE_6_F-10,,
74,Pancalyze_HE_6_H-1,,
75,Pancalyze_HE_6_H-2,,
76,Pancalyze_HE_6_H-4,,
77,Pancalyze_HE_7_A-1,,
78,Pancalyze_HE_7_A-2,,
79,Pancalyze_HE_7_A-3,,
80,Pancalyze_HE_7_A-4,,
81,Pancalyze_HE_1_D-1,,
82,Pancalyze_HE_1_D-2,,
83,Pancalyze_HE_7_B-3,,
84,Pancalyze_HE_7_B-4,,
85,Pancalyze_HE_7_B-7,,
86,Pancalyze_HE_7_B-8,,
87,Pancalyze_HE_7_C-1,,
88,Pancalyze_HE_7_C-2,,
89,Pancalyze_HE_1_D-4,,
90,Pancalyze_HE_7_C-7,,
91,Pancalyze_HE_7_C-8,,
92,Pancalyze_HE_7_C-9,,
93,Pancalyze_HE_7_C-10,,
94,Pancalyze_HE_7_E-1,,
95,Pancalyze_HE_7_E-2,,
96,Pancalyze_HE_7_E-3,,
97,Pancalyze_HE_7_E-4,,
98,Pancalyze_HE_7_E-10,,
99,Pancalyze_HE_7_F-1,,
100,Pancalyze_HE_7_F-2,,
101,Pancalyze_HE_7_G-7,,
102,Pancalyze_HE_7_G-8,,
103,Pancalyze_HE_7_G-9,,
104,Pancalyze_HE_7_G-10,,
105,Pancalyze_HE_1_D-7,,
106,Pancalyze_HE_1_D-8,,
107,Pancalyze_HE_8_A-1,,
108,Pancalyze_HE_8_A-2,,
109,Pancalyze_HE_8_A-3,,
110,Pancalyze_HE_8_A-4,,
111,Pancalyze_HE_8_A-7,,
112,Pancalyze_HE_8_A-8,,
113,Pancalyze_HE_8_B-1,,
114,Pancalyze_HE_8_B-2,,
115,Pancalyze_HE_8_B-3,,
116,Pancalyze_HE_8_B-4,,
117,Pancalyze_HE_8_C-5,,
118,Pancalyze_HE_8_C-6,,
119,Pancalyze_HE_8_C-7,,
120,Pancalyze_HE_8_C-8,,
121,Pancalyze_HE_8_D-3,,
122,Pancalyze_HE_8_D-4,,
123,Pancalyze_HE_8_D-11,,
124,Pancalyze_HE_8_D-12,,
125,Pancalyze_HE_8_F-1,,
126,Pancalyze_HE_8_F-2,,
127,Pancalyze_HE_8_F-5,,
128,Pancalyze_HE_8_F-6,,
129,Pancalyze_HE_8_F-7,,
130,Pancalyze_HE_8_F-8,,
131,Pancalyze_HE_8_G-2,,
132,Pancalyze_HE_8_G-3,,
133,Pancalyze_HE_8_G-4,,
134,Pancalyze_HE_8_G-7,,
135,Pancalyze_HE_8_G-8,,
136,Pancalyze_HE_8_H-1,,
137,Pancalyze_HE_8_H-2,,
138,Pancalyze_HE_1_A-3,,
139,Pancalyze_HE_1_A-4,,
140,Pancalyze_HE_9_C-3,,
141,Pancalyze_HE_9_C-4,,
142,Pancalyze_HE_9_C-5,,
143,Pancalyze_HE_9_C-6,,
144,Pancalyze_HE_9_D-3,,
145,Pancalyze_HE_9_D-4,,
146,Pancalyze_HE_9_D-9,,
147,Pancalyze_HE_9_D-10,,
148,Pancalyze_HE_9_D-12,,
149,Pancalyze_HE_9_F-5,,
150,Pancalyze_HE_9_F-6,,
151,Pancalyze_HE_9_F-11,,
152,Pancalyze_HE_9_G-11,,
153,Pancalyze_HE_9_G-12,,
154,Pancalyze_HE_9_H-1,,
155,Pancalyze_HE_9_H-2,,
156,Pancalyze_HE_1_F-1,,
157,Pancalyze_HE_1_F-2,,
158,Pancalyze_HE_1_F-3,,
159,Pancalyze_HE_1_F-4,,
160,Pancalyze_HE_1_F-7,,
161,Pancalyze_HE_1_F-8,,
162,Pancalyze_HE_1_G-7,,
163,Pancalyze_HE_1_G-8,,
164,Pancalyze_HE_1_G-11,,
165,Pancalyze_HE_1_G-12,,
166,Pancalyze_HE_1_H-5,,
167,Pancalyze_HE_1_H-6,,
168,Pancalyze_HE_1_H-7,,
169,Pancalyze_HE_1_H-8,,
170,Pancalyze_HE_1_A-7,,
171,Pancalyze_HE_1_A-8,,
172,Pancalyze_HE_2_B-1,,
173,Pancalyze_HE_2_B-2,,
174,Pancalyze_HE_2_B-3,,
175,Pancalyze_HE_2_B-4,,
176,Pancalyze_HE_2_B-5,,
177,Pancalyze_HE_2_B-6,,
178,Pancalyze_HE_2_B-7,,
179,Pancalyze_HE_2_B-8,,
180,Pancalyze_HE_2_B-9,,
181,Pancalyze_HE_2_B-10,,
182,Pancalyze_HE_2_C-1,,
183,Pancalyze_HE_2_C-2,,
184,Pancalyze_HE_2_C-3,,
185,Pancalyze_HE_2_C-4,,
186,Pancalyze_HE_2_D-5,,
187,Pancalyze_HE_2_D-6,,
188,Pancalyze_HE_2_D-9,,
189,Pancalyze_HE_2_D-10,,
190,Pancalyze_HE_2_E-1,,
191,Pancalyze_HE_2_E-2,,
192,Pancalyze_HE_2_E-11,,
193,Pancalyze_HE_2_E-12,,
194,Pancalyze_HE_2_F-1,,
195,Pancalyze_HE_2_F-2,,
196,Pancalyze_HE_2_F-11,,
197,Pancalyze_HE_2_F-12,,
198,Pancalyze_HE_1_B-3,,
199,Pancalyze_HE_1_B-4,,
200,Pancalyze_HE_2_G-11,,
201,Pancalyze_HE_2_G-12,,
202,Pancalyze_HE_2_H-1,,
203,Pancalyze_HE_2_H-2,,
204,Pancalyze_HE_4_E-1,,
205,Pancalyze_HE_4_E-2,,
206,Pancalyze_HE_5_E-9,,
207,Pancalyze_HE_5_E-10,,
208,Pancalyze_HE_4_H-9,,
209,Pancalyze_HE_4_H-10,,
210,Pancalyze_HE_4_G-5,,
211,Pancalyze_HE_4_G-6,,
212,Pancalyze_HE_5_E-5,,
213,Pancalyze_HE_5_E-6,,
214,Pancalyze_HE_5_F-11,,
215,Pancalyze_HE_5_F-12,,
216,Pancalyze_HE_4_C-9,,
217,Pancalyze_HE_4_C-10,,
218,Pancalyze_HE_5_C-9,,
219,Pancalyze_HE_5_C-10,,
220,Pancalyze_HE_5_A-7,,
221,Pancalyze_HE_5_A-8,,
222,Pancalyze_HE_4_E-3,,
223,Pancalyze_HE_4_E-4,,
224,Pancalyze_HE_5_H-3,,
225,Pancalyze_HE_5_H-4,,
226,Pancalyze_HE_4_F-11,,
227,Pancalyze_HE_4_F-12,,
228,Pancalyze_HE_4_F-9,,
229,Pancalyze_HE_4_F-10,,
230,Pancalyze_HE_5_C-5,,
231,Pancalyze_HE_5_C-6,,
232,Pancalyze_HE_5_C-7,,
233,Pancalyze_HE_5_C-8,,
234,Pancalyze_HE_4_D-5,,
235,Pancalyze_HE_4_D-6,,
236,Pancalyze_HE_5_B-9,,
237,Pancalyze_HE_5_B-10,,
238,Pancalyze_HE_5_D-1,,
239,Pancalyze_HE_5_D-2,,
240,Pancalyze_HE_5_D-3,,
241,Pancalyze_HE_5_D-4,,
242,Pancalyze_HE_5_G-9,,
243,Pancalyze_HE_5_G-10,,
244,Pancalyze_HE_4_E-11,,
245,Pancalyze_HE_4_E-12,,
246,Pancalyze_HE_5_H-2,,
247,Pancalyze_HE_5_B-1,,
248,Pancalyze_HE_5_B-2,,
249,Pancalyze_HE_4_D-3,,
250,Pancalyze_HE_4_D-4,,
251,Pancalyze_HE_5_G-3,,
252,Pancalyze_HE_5_G-4,,
253,Pancalyze_HE_5_E-11,,
254,Pancalyze_HE_5_E-12,,
255,Pancalyze_HE_5_B-11,,
256,Pancalyze_HE_4_G-9,,
257,Pancalyze_HE_4_G-10,,
258,Pancalyze_HE_4_F-3,,
259,Pancalyze_HE_4_F-4,,
260,Pancalyze_HE_5_F-1,,
261,Pancalyze_HE_5_F-2,,
262,Pancalyze_HE_2_H-5,,
263,Pancalyze_HE_2_H-6,,
264,Pancalyze_HE_3_A-3,,
265,Pancalyze_HE_3_A-4,,
266,Pancalyze_HE_3_A-11,,
267,Pancalyze_HE_3_A-12,,
268,Pancalyze_HE_3_B-11,,
269,Pancalyze_HE_3_B-12,,
270,Pancalyze_HE_3_C-7,,
271,Pancalyze_HE_3_C-8,,
272,Pancalyze_HE_1_B-7,,
273,Pancalyze_HE_1_B-8,,
274,Pancalyze_HE_3_E-3,,
275,Pancalyze_HE_3_E-4,,
276,Pancalyze_HE_3_E-9,,
277,Pancalyze_HE_3_E-10,,
278,Pancalyze_HE_3_F-5,,
279,Pancalyze_HE_3_F-6,,
280,Pancalyze_HE_3_G-1,,
281,Pancalyze_HE_3_G-2,,
282,Pancalyze_HE_3_G-3,,
283,Pancalyze_HE_3_G-4,,
284,Pancalyze_HE_3_H-3,,
285,Pancalyze_HE_3_H-4,,
286,Pancalyze_HE_3_H-5,,
287,Pancalyze_HE_3_H-6,,
288,Pancalyze_HE_4_B-3,,
289,Pancalyze_HE_4_B-4,,
290,Pancalyze_HE_6_A-11,,
291,Pancalyze_HE_6_A-12,,
292,Pancalyze_HE_1_C-7,,
293,Pancalyze_HE_1_C-8,,
294,Pancalyze_HE_6_D-3,,
295,Pancalyze_HE_6_D-4,,
296,Pancalyze_HE_6_D-7,,
297,Pancalyze_HE_6_D-8,,
298,Pancalyze_HE_6_D-9,,
299,Pancalyze_HE_6_D-10,,
300,Pancalyze_HE_6_F-11,,
301,Pancalyze_HE_6_F-12,,
302,Pancalyze_HE_6_G-5,,
303,Pancalyze_HE_6_G-6,,
304,Pancalyze_HE_6_G-7,,
305,Pancalyze_HE_6_G-8,,
306,Pancalyze_HE_6_G-9,,
307,Pancalyze_HE_6_G-10,,
308,Pancalyze_HE_7_A-11,,
309,Pancalyze_HE_7_A-12,,
310,Pancalyze_HE_7_B-1,,
311,Pancalyze_HE_7_B-2,,
312,Pancalyze_HE_7_B-11,,
313,Pancalyze_HE_7_B-12,,
314,Pancalyze_HE_7_D-7,,
315,Pancalyze_HE_7_D-8,,
316,Pancalyze_HE_1_D-5,,
317,Pancalyze_HE_1_D-6,,
318,Pancalyze_HE_7_F-5,,
319,Pancalyze_HE_7_F-6,,
320,Pancalyze_HE_7_H-7,,
321,Pancalyze_HE_7_H-8,,
322,Pancalyze_HE_8_A-9,,
323,Pancalyze_HE_8_A-10,,
324,Pancalyze_HE_8_C-1,,
325,Pancalyze_HE_8_C-2,,
326,Pancalyze_HE_8_D-1,,
327,Pancalyze_HE_8_D-2,,
328,Pancalyze_HE_1_D-11,,
329,Pancalyze_HE_1_D-12,,
330,Pancalyze_HE_8_D-7,,
331,Pancalyze_HE_8_D-8,,
332,Pancalyze_HE_8_F-9,,
333,Pancalyze_HE_8_F-10,,
334,Pancalyze_HE_8_G-5,,
335,Pancalyze_HE_8_G-6,,
336,Pancalyze_HE_8_H-6,,
337,Pancalyze_HE_8_H-11,,
338,Pancalyze_HE_9_A-9,,
339,Pancalyze_HE_9_A-10,,
340,Pancalyze_HE_9_A-11,,
341,Pancalyze_HE_9_A-12,,
342,Pancalyze_HE_9_B-5,,
343,Pancalyze_HE_9_B-6,,
344,Pancalyze_HE_9_B-7,,
345,Pancalyze_HE_9_B-8,,
346,Pancalyze_HE_9_C-1,,
347,Pancalyze_HE_9_C-2,,
348,Pancalyze_HE_9_C-9,,
349,Pancalyze_HE_9_C-10,,
350,Pancalyze_HE_9_C-11,,
351,Pancalyze_HE_9_C-12,,
352,Pancalyze_HE_9_D-7,,
353,Pancalyze_HE_9_D-8,,
354,Pancalyze_HE_9_E-3,,
355,Pancalyze_HE_9_E-4,,
356,Pancalyze_HE_9_E-5,,
357,Pancalyze_HE_9_E-6,,
358,Pancalyze_HE_9_E-7,,
359,Pancalyze_HE_9_E-8,,
360,Pancalyze_HE_9_E-11,,
361,Pancalyze_HE_9_E-12,,
362,Pancalyze_HE_9_F-9,,
363,Pancalyze_HE_9_F-10,,
364,Pancalyze_HE_9_G-1,,
365,Pancalyze_HE_9_G-2,,
366,Pancalyze_HE_9_H-5,,
367,Pancalyze_HE_9_H-6,,
368,Pancalyze_HE_1_F-11,,
369,Pancalyze_HE_1_F-12,,
370,Pancalyze_HE_1_G-5,,
371,Pancalyze_HE_1_G-6,,
372,Pancalyze_HE_2_C-7,,
373,Pancalyze_HE_2_C-8,,
374,Pancalyze_HE_1_A-11,,
375,Pancalyze_HE_1_A-12,,
376,Pancalyze_HE_2_D-3,,
377,Pancalyze_HE_2_D-4,,
378,Pancalyze_HE_2_E-7,,
379,Pancalyze_HE_2_E-8,,
380,Pancalyze_HE_2_E-9,,
381,Pancalyze_HE_2_E-10,,
382,Pancalyze_HE_2_F-9,,
383,Pancalyze_HE_2_F-10,,
384,Pancalyze_HE_2_F-7,,
385,Pancalyze_HE_2_F-8,,
386,Pancalyze_HE_2_G-7,,
387,Pancalyze_HE_2_G-8,,
388,Pancalyze_HE_1_B-5,,
389,Pancalyze_HE_1_B-6,,
390,Pancalyze_HE_4_D-1,,
391,Pancalyze_HE_4_D-2,,
392,Pancalyze_HE_4_G-11,,
393,Pancalyze_HE_4_G-12,,
394,Pancalyze_HE_5_E-3,,
395,Pancalyze_HE_5_E-4,,
396,Pancalyze_HE_4_G-7,,
397,Pancalyze_HE_4_G-8,,
398,Pancalyze_HE_5_F-5,,
399,Pancalyze_HE_5_F-6,,
400,Pancalyze_HE_4_G-1,,
401,Pancalyze_HE_4_G-2,,
402,Pancalyze_HE_4_F-7,,
403,Pancalyze_HE_4_F-8,,
404,Pancalyze_HE_4_E-7,,
405,Pancalyze_HE_4_E-8,,
406,Pancalyze_HE_5_H-5,,
407,Pancalyze_HE_5_H-6,,
408,Pancalyze_HE_5_H-7,,
409,Pancalyze_HE_5_H-8,,
410,Pancalyze_HE_4_E-9,,
411,Pancalyze_HE_4_E-10,,
412,Pancalyze_HE_4_C-7,,
413,Pancalyze_HE_4_C-8,,
414,Pancalyze_HE_4_H-11,,
415,Pancalyze_HE_4_H-12,,
416,Pancalyze_HE_4_C-5,,
417,Pancalyze_HE_4_C-6,,
418,Pancalyze_HE_5_A-5,,
419,Pancalyze_HE_5_A-6,,
420,Pancalyze_HE_5_B-7,,
421,Pancalyze_HE_5_B-8,,
422,Pancalyze_HE_5_H-9,,
423,Pancalyze_HE_5_H-10,,
424,Pancalyze_HE_5_E-1,,
425,Pancalyze_HE_5_E-2,,
