,train,val,test
257,C 17.22002 2B he_040117,,
258,C 13.22089 4A he_105839,,
259,C 18.23144 2C he_210452,,
260,C 18.23144 2B he_210104,,
261,C 17.2628 4A he_065112,,
262,C 16.26859 2D he_090846,,
263,C 17.2882 5B he_064727,,
264,C 17.2882 5D he_064324,,
265,C 17.32211 3F he_034105,,
266,C 17.32211 2B he_032431,,
267,C 17.32211 2I he_032953,,
268,C 17.32211 2M he_033431,,
269,C 17.32211 2E he_033805,,
270,C 17.32211 2H he_034352,,
271,C 17.32587 2I he_032106,,
272,C 17.32587 2J he_031653,,
273,C 17.32587 2F he_031348,,
274,C 17.32587 2C he_024858,,
275,C 17.32587 2A he_025601,,
276,C 17.32587 2K he_025245,,
277,C 17.32587 2B he_030634,,
278,C 17.32587 3C he_025926,,
279,C 17.32587 2H he_031002,,
280,C 17.32587 2C pas_030254,,
281,C 16.33050 2G he_090110,,
282,C 17.35942 2A he_021245,,
283,C 17.35942 2F he_020604,,
284,C 17.35942 2B he_020907,,
285,C 17.37698 3A he_013720,,
286,C 17.37698 2G he_012119,,
287,C 17.37698 3E he_012914,,
288,C 17.37698 2D he_011739,,
289,C 17.37698 2F he_012520,,
290,C 17.37698 3B he_013246,,
291,C 17.37698 2E he_014044,,
292,C 16.38030 2E he_082649,,
293,C 16.38030 1J he_082348,,
294,C 16.38030 1H he_083040,,
295,C 16.38030 1I he_082007,,
296,C 16.38030 2D he_083418,,
297,C 16.44640 2C he_075817,,
298,C 16.44640 2B he_080154,,
299,C 18.4526 2D he_223258,,
300,C 18.4526 2F he_223920,,
301,C 16.45680 2C he_070257,,
302,C 17.50389 2D,,
303,C 17.50389 2C,,
304,C 17.50389 2B,,
305,C 17.50389 2E,,
306,C 17.51196 2D he_234255,,
307,C 17.51196 2A he_233117,,
308,C 17.51196 2G he_233951,,
309,C 17.51196 2B he_233455,,
310,C 17.51196 2C he_232757,,
311,C 17.51196 3D he_233659,,
312,C 16.7946 2F he_101451,,
313,C 16.7946 2B he_101806,,
314,C 17.8037 5A he_061238,,
315,C 17.8037 1B he_061008,,
316,C 18.8618 3B he_220740,,
317,C 18.8618 3F,,
318,C 18.8618 3K he_220118,,
319,C 18.8618 2H he_215853,,
320,C 18.8618 2E he_220415,,
321,C 18.8618 3H he_221442,,
322,C 17.9203 2B1 he_054951,,
323,C 17.9203 2E he_054634,,
324,100 15.2600 1.1,,
325,100 15.2600 2.1,,
326,100 15.2600 2.2,,
327,105 17.12464 2.1,,
328,105 17.12464 1.1,,
329,109 15.28188 2.1,,
330,109 15.28188 1.1,,
331,109 15.28188 2.2,,
332,119 17.16488 3,,
333,119 17.16488 2,,
334,119 17.16488 1,,
335,11 15.3990 2.1,,
336,11 15.3990 1.1 H.L. TMA,,
337,11 15.3990 2.2,,
338,11 15.3990 1.2,,
339,125 H 17.2982 2.2,,
340,125 H 17.2982 1.1,,
341,125 H 17.2982 2.1,,
342,125 H 17.2982 1.2,,
343,126 15.7307 J,,
344,130 16.4990 L,,
345,130 16.4990 A,,
346,133 15.161 G,,
347,133 15.161 A,,
348,137 N1,,
349,137 T2,,
350,137 T1,,
351,142 T1,,
352,142 N1,,
353,142 T2,,
354,142 T4,,
355,142 N3,,
356,142 N2,,
357,142 T3,,
358,143 N1,,
359,143 T2,,
360,143 T1,,
361,143 N2,,
362,149 N2,,
363,149 N1,,
364,149 T1,,
365,149 T2,,
366,150 N1,,
367,150 T1,,
368,154 T3,,
369,154 T2,,
370,154 T1,,
371,154 N1,,
372,154 N2,,
373,162 N1,,
374,162 N4,,
375,162 N3,,
376,162 T3,,
377,162 N2,,
378,162 T6,,
379,162 T2,,
380,162 T5,,
381,162 T1,,
382,162 T4,,
383,175 T2,,
384,175 T1,,
385,175 N1,,
386,175 N2,,
387,175 T3,,
388,18 15.8273 1.2,,
389,18 15.8273 2.1,,
390,18 15.8273 2.2,,
391,18 15.8273 1.1,,
392,190 T1,,
393,190 N1,,
394,192 T1,,
395,193 N1,,
396,193 T3,,
397,193 N2,,
398,193 T1,,
399,193 T2,,
400,196 T1,,
401,196 N1,,
402,204 N1,,
403,204 T1,,
404,207 N1,,
405,207 T1,,
406,210 T1,,
407,210 N2,,
408,215 T1,,
409,215 N1,,
410,227 N1,,
411,227 T1,,
412,245 N1,,
413,245 T1,,
414,250 N1,,
415,250 T1,,
416,254 T1,,
417,254 N1,,
418,262 N1,,
419,267 N1,,
420,269 N1,,
421,269 T1,,
422,26 16.7705 TK,,
423,26 16.7705 Tg,,
424,275 T1,,
425,285 N1,,
426,289 N1,,
427,289 T1,,
428,295 N1,,
429,298 N1,,
430,302 T2,,
431,302 T1,,
432,304 T1,,
433,310 T1,,
434,311 T1,,
435,315 T1,,
436,315 N1,,
437,319 A,,
438,320 N1,,
439,320 T1,,
440,327 T1,,
441,327 N1,,
442,329 N1,,
443,329 T1,,
444,32 17.322 f6a,,
445,32 17.322 TM,,
446,337 N1,,
447,33 16.928 1e 4d,,
448,33 16.928 1e 2a,,
449,39 15.33 1e 9d,,
450,39 15.33 1e 7b,,
451,41 15.1241 TM,,
452,41 15.1241 norm,,
453,42 14.10866 K6,,
454,42 14.10866 m1,,
455,52 15.4166 normal,,
456,52 15.4166 5a,,
457,68 15.9478 3b,,
458,68 15.9478 8,,
459,6 15.4595 2.1,,
460,6 15.4595 1.1,,
461,6 15.4595 2.2,,
462,6 15.4595 1.2,,
463,72 16.6464 49,,
464,72 16.6464 f9,,
465,81 1151 f,,
466,81 1151 e,,
467,81 1151 b,,
468,82 17.1547 1.1,,
469,82 17.1547 1.2,,
470,82 17.1547 1.4,,
471,82 17.1547 1.3,,
472,82 17.1547 2.2,,
473,82 17.1547 2.1,,
474,82 17.1547 2.4,,
475,82 17.1547 2.3,,
476,87 H 15.893 1.1,,
477,87 H 15.893 2.1,,
478,92 H 15.3793 1.1,,
479,92 H 15.3793 2.1,,
480,9 16.6833 2.1,,
481,9 16.6833 1.1,,
482,C 16.11091 2B he_100310,,
483,C 16.11238 2D he_095424,,
484,C 16.11238 2E he_095904,,
485,C 16.125 2B he_103547,,
486,C 16.125 2C he_103212,,
487,C 17.13061 3C he_052922,,
488,C 17.13061 3A he_053237,,
489,C 17.14901 2B he_052114,,
490,C 17.14901 2A he_052517,,
491,C 16.17171 2A he_094746,,
492,C 18.18787 3A he_212718,,
493,C 18.18787 2A he_211956,,
494,C 18.18787 2F he_211329,,
495,C 18.18787 2B he_211645,,
496,C 18.18787 2D he_212354,,
497,C 18.18787 2C he_210917,,
498,C 13.20346 4C he_110159,,
499,C 13.22838 7E he_105439,,
500,C 13.25902 5E he_105107,,
501,C 16.33596 4G he_085029,,
502,C 17.38328 3C he_010758,,
503,C 17.38328 2B he_011411,,
504,C 17.38328 3D he_011103,,
505,C 17.38328 2A he_010501,,
506,C 17.38328 2C he_010131,,
507,C 18.44036 2C he_205651,,
508,C 18.44036 2E he_205313,,
509,C 18.44036 2B he_204936,,
510,C 17.6967 2A he_062203,,
511,C 17.6967 3A he_061934,,
512,C 17.6967 2E he_061553,,
