,train,val,test
317,C 17.6716 2E he_063624,,
318,C 17.6716 2J he_063312,,
319,C 17.6716 2F he_062945,,
320,C 17.6716 2G he_063928,,
321,C 17.6716 2H he_062545,,
322,C 16.7946 2F he_101451,,
323,C 16.7946 2B he_101806,,
324,C 17.8037 5A he_061238,,
325,C 17.8037 1B he_061008,,
326,C 17.9203 2B1 he_054951,,
327,C 17.9203 2E he_054634,,
328,100 15.2600 1.1,,
329,100 15.2600 2.1,,
330,100 15.2600 2.2,,
331,109 15.28188 2.1,,
332,109 15.28188 1.1,,
333,109 15.28188 2.2,,
334,115 28928 8T,,
335,115 28928 8V,,
336,119 17.16488 3,,
337,119 17.16488 2,,
338,119 17.16488 1,,
339,11 15.3990 2.1,,
340,11 15.3990 1.1 H.L. TMA,,
341,11 15.3990 2.2,,
342,11 15.3990 1.2,,
343,125 H 17.2982 2.2,,
344,125 H 17.2982 1.1,,
345,125 H 17.2982 2.1,,
346,125 H 17.2982 1.2,,
347,126 15.7307 J,,
348,130 16.4990 L,,
349,130 16.4990 A,,
350,137 N1,,
351,137 T2,,
352,137 T1,,
353,142 T1,,
354,142 N1,,
355,142 T2,,
356,142 T4,,
357,142 N3,,
358,142 N2,,
359,142 T3,,
360,143 N1,,
361,143 T2,,
362,143 T1,,
363,143 N2,,
364,149 N2,,
365,149 N1,,
366,149 T1,,
367,149 T2,,
368,150 N1,,
369,150 T1,,
370,162 N1,,
371,162 N4,,
372,162 N3,,
373,162 T3,,
374,162 N2,,
375,162 T6,,
376,162 T2,,
377,162 T5,,
378,162 T1,,
379,162 T4,,
380,164 N1,,
381,164 T3,,
382,164 N2,,
383,164 T1,,
384,164 T2,,
385,164 N3,,
386,175 T2,,
387,175 T1,,
388,175 N1,,
389,175 N2,,
390,175 T3,,
391,176 T1,,
392,176 N1,,
393,18 15.8273 1.2,,
394,18 15.8273 2.1,,
395,18 15.8273 2.2,,
396,18 15.8273 1.1,,
397,190 T1,,
398,190 N1,,
399,192 T1,,
400,193 N1,,
401,193 T3,,
402,193 N2,,
403,193 T1,,
404,193 T2,,
405,196 T1,,
406,196 N1,,
407,204 N1,,
408,204 T1,,
409,207 N1,,
410,207 T1,,
411,209 T2,,
412,209 N1,,
413,209 T1,,
414,209 N2,,
415,210 T1,,
416,210 N2,,
417,215 T1,,
418,215 N1,,
419,221 N1,,
420,221 T1,,
421,222 T1,,
422,222 N1,,
423,227 N1,,
424,227 T1,,
425,234 N1,,
426,234 T1,,
427,242 T1,,
428,242 N1,,
429,245 N1,,
430,245 T1,,
431,250 N1,,
432,250 T1,,
433,254 T1,,
434,254 N1,,
435,262 N1,,
436,267 N1,,
437,269 N1,,
438,269 T1,,
439,26 16.7705 TK,,
440,26 16.7705 Tg,,
441,272 T1,,
442,272 N1,,
443,285 N1,,
444,295 N1,,
445,296 T1,,
446,296 N1,,
447,298 N1,,
448,304 T1,,
449,310 T1,,
450,311 T1,,
451,314 N1,,
452,315 T1,,
453,315 N1,,
454,319 A,,
455,322 N1,,
456,327 T1,,
457,327 N1,,
458,329 N1,,
459,329 T1,,
460,32 17.322 f6a,,
461,32 17.322 TM,,
462,337 N1,,
463,33 16.928 1e 4d,,
464,33 16.928 1e 2a,,
465,42 14.10866 K6,,
466,42 14.10866 m1,,
467,52 15.4166 normal,,
468,52 15.4166 5a,,
469,68 15.9478 3b,,
470,68 15.9478 8,,
471,6 15.4595 2.1,,
472,6 15.4595 1.1,,
473,6 15.4595 2.2,,
474,6 15.4595 1.2,,
475,81 1151 f,,
476,81 1151 e,,
477,81 1151 b,,
478,92 H 15.3793 1.1,,
479,92 H 15.3793 2.1,,
480,95 H 15.3141 1.1,,
481,96 H 15.3068 1.1,,
482,9 16.6833 2.1,,
483,9 16.6833 1.1,,
484,C 16.11091 2B he_100310,,
485,C 16.11238 2D he_095424,,
486,C 16.11238 2E he_095904,,
487,C 17.12297 2B1 he_053936,,
488,C 17.12297 2A2 he_054238,,
489,C 17.12297 2A1 he_053610,,
490,C 17.13061 3C he_052922,,
491,C 17.13061 3A he_053237,,
492,C 17.14901 2B he_052114,,
493,C 17.14901 2A he_052517,,
494,C 16.17171 2A he_094746,,
495,C 18.18787 3A he_212718,,
496,C 18.18787 2A he_211956,,
497,C 18.18787 2F he_211329,,
498,C 18.18787 2B he_211645,,
499,C 18.18787 2D he_212354,,
500,C 18.18787 2C he_210917,,
501,C 13.20346 4C he_110159,,
502,C 13.25902 5E he_105107,,
503,C 16.33596 4G he_085029,,
504,C 18.44036 2C he_205651,,
505,C 18.44036 2E he_205313,,
506,C 18.44036 2B he_204936,,
507,C 17.6967 2A he_062203,,
508,C 17.6967 3A he_061934,,
509,C 17.6967 2E he_061553,,
