,train,val,test
45,152 T1,245 T1,C 17.32587 2C pas_030254
46,152 N2,267 N1,171 T1
47,158 T1,88 H 16.6190 1.1,171 N1
48,158 N1,88 H 16.6190 2.1,171 N2
49,159 N1,319 A,171 T2
50,159 T5,296 T1,C 17.14901 2B he_052114
51,159 T1,296 N1,C 17.14901 2A he_052517
52,159 T4,125 H 17.2982 2.2,327 T1
53,159 N2,125 H 17.2982 1.1,327 N1
54,159 T3,125 H 17.2982 2.1,33 16.928 1e 4d
55,159 T2,125 H 17.2982 1.2,33 16.928 1e 2a
56,160 T3,C 17.13061 3C he_052922,311 T1
57,160 N1,C 17.13061 3A he_053237,126 15.7307 J
58,160 T2,26 16.7705 TK,254 T1
59,160 T1,26 16.7705 Tg,254 N1
60,161 N1,,234 N1
61,161 T5,,234 T1
62,161 T2,,C 14.13484 8B he_104219
63,161 N5,,72 16.6464 49
64,161 N2,,72 16.6464 f9
65,161 T3,,154 T3
66,161 T4,,154 T2
67,161 N3,,154 T1
68,161 T1,,154 N1
69,161 N6,,154 N2
70,161 N7,,
71,161 N4,,
72,167 T5,,
73,167 T2,,
74,167 T3,,
75,167 N1,,
76,167 T1,,
77,167 N3,,
78,167 T4,,
79,167 N2,,
80,172 N1,,
81,172 T1,,
82,173 T1,,
83,173 N1,,
84,173 T2,,
85,178 N1,,
86,178 T1,,
87,179 T1,,
88,179 N1,,
89,181 T1,,
90,181 N1,,
91,182 N1,,
92,182 T1,,
93,184 N1,,
94,184 T2,,
95,184 T1,,
96,185 N1,,
97,185 T1,,
98,187 T1,,
99,187 N1,,
100,191 T1,,
101,191 N1,,
102,200 T1,,
103,200 N1,,
104,203 T1,,
105,203 N1,,
106,206 T1,,
107,206 N1,,
108,212 N1,,
109,212 T1,,
110,213 T1,,
111,213 N1,,
112,218 N1,,
113,218 T1,,
114,218 N2,,
115,218 T2,,
116,21 H 15.10971 1.2,,
117,21 H 15.10971 1.1,,
118,21 15.10971 2.1,,
119,21 15.10971 2.2,,
120,223 T1,,
121,224 T1,,
122,224 N1,,
123,225 T1,,
124,225 N1,,
125,228 T1,,
126,228 N1,,
127,22 15.11592 2.2,,
128,22 15.11592 2.1,,
129,22 15.11592 1.1,,
130,22 15.11592 1.2,,
131,230 T2,,
132,230 T1,,
133,236 T1,,
134,238 T1,,
135,238 N1,,
136,239 T1,,
137,241 T1,,
138,244 T1,,
139,244 N1,,
140,247 T1,,
141,247 N1,,
142,248 T2,,
143,248 N1,,
144,251 T2,,
145,251 T1,,
146,253 T1,,
147,253 N1,,
148,256 N1,,
149,256 T1,,
150,261 N1,,
151,261 T1,,
152,265 T1,,
153,265 N1,,
154,273 T1,,
155,273 N1,,
156,274 N1,,
157,274 T1,,
158,280 N1,,
159,281 T1,,
160,281 N1,,
161,283 N1,,
162,283 T1,,
163,287 N1,,
164,287 T1,,
165,288 T1,,
166,288 N1,,
167,290 N1,,
168,290 T1,,
169,293 N1,,
170,293 T1,,
171,2 15.4379 T1,,
172,2 15.4379 T4,,
173,2 15.4379 T2,,
174,2 15.4379 T3,,
175,307 T1,,
176,313 N1,,
177,317 N1,,
178,318 N1,,
179,318 T1,,
180,324 N1,,
181,324 T1,,
182,328 N1,,
183,328 T1,,
184,334 T1,,
185,334 N1,,
186,335 T1,,
187,335 N1,,
188,34 15.15571 1.1,,
189,34 15.15571 1.2,,
190,34 15.15571 2.1,,
191,34 15.15571 2.2,,
192,37 17.2311 1 TM,,
193,37 17.2311 1 normal,,
194,38 17.2365 normal,,
195,38 17.2365 TM,,
196,43 14.12458 Ib1b,,
197,43 14.12458 Ib3,,
198,45 14.13033 b6,,
199,45 14.13033 b4,,
200,48 14.15849 8C,,
201,48 14.15849 norm,,
202,49 15.2000 c1,,
203,49 15.2000 b2,,
204,4 15.5542 1.1,,
205,4 15.5542 1.3,,
206,4 15.5542 1.2,,
207,4 15.5542 2.1,,
208,50 15.2676 TM1,,
209,50 15.2676 TM2,,
210,50 15.2676 normal,,
211,51 15.3445 TM,,
212,51 15.3445 normal,,
213,58 15.13810 T1.2,,
214,58 15.13810 T1.1,,
215,58 15.13810 N2.2,,
216,58 15.13810 N2.1,,
217,59 15.8220 a,,
218,59 15.8220 1 5a,,
219,60 15.8584 ba,,
220,60 15.8584 8C,,
221,62 15.14428 4A,,
222,62 15.14428 normal,,
223,64 15.12238 normal,,
224,64 15.12238 Tumor,,
225,65 15.11578 e1,,
226,65 15.11578 d1,,
227,75 16.2709 f11,,
228,75 16.2709 TM,,
229,75 16.2709 normal,,
230,78 16.7399 3d,,
231,78 16.7399 1a,,
232,7 15.3729 1.1,,
233,7 15.3729 1.2,,
234,7 H 15.3729 2.1 T1,,
235,7 H 15.3729 2.2 T2,,
236,7 15.3729 2.2,,
237,7 15.3729 2.1,,
238,83 15.8623 2.1,,
239,83 15.8623 1.3,,
240,83 15.8623 1.4,,
241,83 15.8623 1.5,,
242,83 15.8623 1.1,,
243,83 15.8623 1.2,,
244,83 15.8623 2.2,,
245,89 H 15.5476 1.1,,
246,89 H 15.5476 2.1,,
247,8 H 16.5165 2.2,,
248,8 H 16.5165 1.1,,
249,8 H 16.5165 2.4,,
250,8 H 16.5165 1.2,,
251,91 H 15.5457 1.2,,
252,91 H 15.5457 1.1,,
253,97 16.13893 1.1,,
254,97 16.13893 2.1,,
255,98 15.25148 1.1,,
256,98 15.25148 2.2,,
257,98 15.25148 2.1,,
258,C 16.10821 2E he_100729,,
259,C 16.10821 2B he_101102,,
260,C 18.13124 2H he_215147,,
261,C 18.13124 2E he_214841,,
262,C 18.13124 2C he_215544,,
263,C 16.15924 2A he_095048,,
264,C 17.17358 2G he_112637,,
265,C 17.17360 2E he_045047,,
266,C 17.17360 3C he_050600,,
267,C 17.17360 2A he_045849,,
268,C 17.17360 3B he_050214,,
269,C 17.17360 2F he_045426,,
270,C 16.19508 2B he_094020,,
271,C 16.19508 2A he_094432,,
272,C 17.20195 2A he_041300,,
273,C 17.20195 2B he_041650,,
274,C 17.20195 2C he_040509,,
275,C 17.20195 2E he_040917,,
276,C 17.22002 2C he_035726,,
277,C 17.22002 2B he_040117,,
278,C 18.23144 2C he_210452,,
279,C 18.23144 2B he_210104,,
280,C 17.2628 4A he_065112,,
281,C 16.26859 2D he_090846,,
282,C 17.2882 5B he_064727,,
283,C 17.2882 5D he_064324,,
284,C 17.32211 3F he_034105,,
285,C 17.32211 2B he_032431,,
286,C 17.32211 2I he_032953,,
287,C 17.32211 2M he_033431,,
288,C 17.32211 2E he_033805,,
289,C 17.32211 2H he_034352,,
290,C 16.33050 2G he_090110,,
291,C 17.35942 2A he_021245,,
292,C 17.35942 2F he_020604,,
293,C 17.35942 2B he_020907,,
294,C 18.4526 2D he_223258,,
295,C 18.4526 2F he_223920,,
296,C 16.45680 2C he_070257,,
297,C 17.45812 2D he_001907,,
298,C 17.45812 2A he_001534,,
299,C 17.51196 2D he_234255,,
300,C 17.51196 2A he_233117,,
301,C 17.51196 2G he_233951,,
302,C 17.51196 2B he_233455,,
303,C 17.51196 2C he_232757,,
304,C 17.51196 3D he_233659,,
305,C 17.6716 2E he_063624,,
306,C 17.6716 2J he_063312,,
307,C 17.6716 2F he_062945,,
308,C 17.6716 2G he_063928,,
309,C 17.6716 2H he_062545,,
310,C 16.7946 2F he_101451,,
311,C 16.7946 2B he_101806,,
312,C 17.8037 5A he_061238,,
313,C 17.8037 1B he_061008,,
314,C 18.8618 3B he_220740,,
315,C 18.8618 3F,,
316,C 18.8618 3K he_220118,,
317,C 18.8618 2H he_215853,,
318,C 18.8618 2E he_220415,,
319,C 18.8618 3H he_221442,,
320,C 17.9203 2B1 he_054951,,
321,C 17.9203 2E he_054634,,
322,100 15.2600 1.1,,
323,100 15.2600 2.1,,
324,100 15.2600 2.2,,
325,105 17.12464 2.1,,
326,105 17.12464 1.1,,
327,115 28928 8T,,
328,115 28928 8V,,
329,119 17.16488 3,,
330,119 17.16488 2,,
331,119 17.16488 1,,
332,11 15.3990 2.1,,
333,11 15.3990 1.1 H.L. TMA,,
334,11 15.3990 2.2,,
335,11 15.3990 1.2,,
336,130 16.4990 L,,
337,130 16.4990 A,,
338,133 15.161 G,,
339,133 15.161 A,,
340,137 N1,,
341,137 T2,,
342,137 T1,,
343,142 T1,,
344,142 N1,,
345,142 T2,,
346,142 T4,,
347,142 N3,,
348,142 N2,,
349,142 T3,,
350,143 N1,,
351,143 T2,,
352,143 T1,,
353,143 N2,,
354,149 N2,,
355,149 N1,,
356,149 T1,,
357,149 T2,,
358,150 N1,,
359,150 T1,,
360,162 N1,,
361,162 N4,,
362,162 N3,,
363,162 T3,,
364,162 N2,,
365,162 T6,,
366,162 T2,,
367,162 T5,,
368,162 T1,,
369,162 T4,,
370,164 N1,,
371,164 T3,,
372,164 N2,,
373,164 T1,,
374,164 T2,,
375,164 N3,,
376,175 T2,,
377,175 T1,,
378,175 N1,,
379,175 N2,,
380,175 T3,,
381,176 T1,,
382,176 N1,,
383,18 15.8273 1.2,,
384,18 15.8273 2.1,,
385,18 15.8273 2.2,,
386,18 15.8273 1.1,,
387,190 T1,,
388,190 N1,,
389,192 T1,,
390,193 N1,,
391,193 T3,,
392,193 N2,,
393,193 T1,,
394,193 T2,,
395,196 T1,,
396,196 N1,,
397,204 N1,,
398,204 T1,,
399,207 N1,,
400,207 T1,,
401,209 T2,,
402,209 N1,,
403,209 T1,,
404,209 N2,,
405,210 T1,,
406,210 N2,,
407,215 T1,,
408,215 N1,,
409,221 N1,,
410,221 T1,,
411,222 T1,,
412,222 N1,,
413,227 N1,,
414,227 T1,,
415,23 15.1107 i,,
416,23 15.1107 g,,
417,242 T1,,
418,242 N1,,
419,250 N1,,
420,250 T1,,
421,262 N1,,
422,263 N1,,
423,269 N1,,
424,269 T1,,
425,272 T1,,
426,272 N1,,
427,275 T1,,
428,285 N1,,
429,289 N1,,
430,289 T1,,
431,295 N1,,
432,298 N1,,
433,302 T2,,
434,302 T1,,
435,304 T1,,
436,310 T1,,
437,314 N1,,
438,315 T1,,
439,315 N1,,
440,320 N1,,
441,320 T1,,
442,322 N1,,
443,329 N1,,
444,329 T1,,
445,32 17.322 f6a,,
446,32 17.322 TM,,
447,337 N1,,
448,39 15.33 1e 9d,,
449,39 15.33 1e 7b,,
450,41 15.1241 TM,,
451,41 15.1241 norm,,
452,42 14.10866 K6,,
453,42 14.10866 m1,,
454,52 15.4166 normal,,
455,52 15.4166 5a,,
456,68 15.9478 3b,,
457,68 15.9478 8,,
458,6 15.4595 2.1,,
459,6 15.4595 1.1,,
460,6 15.4595 2.2,,
461,6 15.4595 1.2,,
462,81 1151 f,,
463,81 1151 e,,
464,81 1151 b,,
465,82 17.1547 1.1,,
466,82 17.1547 1.2,,
467,82 17.1547 1.4,,
468,82 17.1547 1.3,,
469,82 17.1547 2.2,,
470,82 17.1547 2.1,,
471,82 17.1547 2.4,,
472,82 17.1547 2.3,,
473,87 H 15.893 1.1,,
474,87 H 15.893 2.1,,
475,92 H 15.3793 1.1,,
476,92 H 15.3793 2.1,,
477,95 H 15.3141 1.1,,
478,96 H 15.3068 1.1,,
479,9 16.6833 2.1,,
480,9 16.6833 1.1,,
481,C 16.11091 2B he_100310,,
482,C 16.11238 2D he_095424,,
483,C 16.11238 2E he_095904,,
484,C 17.12297 2B1 he_053936,,
485,C 17.12297 2A2 he_054238,,
486,C 17.12297 2A1 he_053610,,
487,C 16.125 2B he_103547,,
488,C 16.125 2C he_103212,,
489,C 18.18787 3A he_212718,,
490,C 18.18787 2A he_211956,,
491,C 18.18787 2F he_211329,,
492,C 18.18787 2B he_211645,,
493,C 18.18787 2D he_212354,,
494,C 18.18787 2C he_210917,,
495,C 13.20346 4C he_110159,,
496,C 13.22838 7E he_105439,,
497,C 13.25902 5E he_105107,,
498,C 16.33596 4G he_085029,,
499,C 17.36134 2B he_015448,,
500,C 17.36134 2C he_015157,,
501,C 17.36134 2E he_015844,,
502,C 17.36134 2D he_020230,,
503,C 17.38328 3C he_010758,,
504,C 17.38328 2B he_011411,,
505,C 17.38328 3D he_011103,,
506,C 17.38328 2A he_010501,,
507,C 17.38328 2C he_010131,,
508,C 18.44036 2C he_205651,,
509,C 18.44036 2E he_205313,,
510,C 18.44036 2B he_204936,,
511,C 17.6967 2A he_062203,,
512,C 17.6967 3A he_061934,,
513,C 17.6967 2E he_061553,,
