,train,val,test
37,147 N1,161 T1,167 T1
38,148 N1,161 N6,167 N3
39,148 T1,161 N7,167 T4
40,152 T3,161 N4,167 N2
41,152 T2,185 N1,78 16.7399 3d
42,152 N1,185 T1,78 16.7399 1a
43,152 T1,256 N1,C 16.19508 2B he_094020
44,152 N2,256 T1,C 16.19508 2A he_094432
45,158 T1,232 T1,142 T1
46,158 N1,232 N1,142 N1
47,160 T3,175 T2,142 T2
48,160 N1,175 T1,142 T4
49,160 T2,175 N1,142 N3
50,160 T1,175 N2,142 N2
51,171 T1,175 T3,142 T3
52,171 N1,105 17.12464 2.1,296 T1
53,171 N2,105 17.12464 1.1,296 N1
54,171 T2,26 16.7705 TK,C 17.36134 2B he_015448
55,173 T1,26 16.7705 Tg,C 17.36134 2C he_015157
56,173 N1,196 T1,C 17.36134 2E he_015844
57,173 T2,196 N1,C 17.36134 2D he_020230
58,178 N1,327 T1,310 T1
59,178 T1,327 N1,9 16.6833 2.1
60,179 T1,262 N1,9 16.6833 1.1
61,179 N1,C 13.20346 4C he_110159,C 14.13484 8B he_104219
62,180 N1,263 N1,52 15.4166 normal
63,180 T1,133 15.161 G,52 15.4166 5a
64,180 N2,133 15.161 A,C 18.18787 3A he_212718
65,180 T2,68 15.9478 3b,C 18.18787 2A he_211956
66,181 T1,68 15.9478 8,C 18.18787 2F he_211329
67,181 N1,,C 18.18787 2B he_211645
68,182 N1,,C 18.18787 2D he_212354
69,182 T1,,C 18.18787 2C he_210917
70,184 N1,,130 16.4990 L
71,184 T2,,130 16.4990 A
72,184 T1,,275 T1
73,187 T1,,
74,187 N1,,
75,198 T1,,
76,198 N1,,
77,199 N1,,
78,199 T1,,
79,200 T1,,
80,200 N1,,
81,203 T1,,
82,203 N1,,
83,206 T1,,
84,206 N1,,
85,212 N1,,
86,212 T1,,
87,218 N1,,
88,218 T1,,
89,218 N2,,
90,218 T2,,
91,21 H 15.10971 1.2,,
92,21 H 15.10971 1.1,,
93,21 15.10971 2.1,,
94,21 15.10971 2.2,,
95,223 T1,,
96,224 T1,,
97,224 N1,,
98,225 T1,,
99,225 N1,,
100,22 15.11592 2.2,,
101,22 15.11592 2.1,,
102,22 15.11592 1.1,,
103,22 15.11592 1.2,,
104,230 T2,,
105,230 T1,,
106,238 T1,,
107,238 N1,,
108,241 T1,,
109,244 T1,,
110,244 N1,,
111,247 T1,,
112,247 N1,,
113,248 T2,,
114,248 N1,,
115,24 15.6839 1.1,,
116,24 15.6839 2.1,,
117,253 T1,,
118,253 N1,,
119,257 T1,,
120,257 N1,,
121,261 N1,,
122,261 T1,,
123,265 T1,,
124,265 N1,,
125,266 T1,,
126,266 N1,,
127,270 T1,,
128,270 N1,,
129,274 N1,,
130,274 T1,,
131,281 T1,,
132,281 N1,,
133,283 N1,,
134,283 T1,,
135,284 N1,,
136,287 N1,,
137,287 T1,,
138,288 T1,,
139,288 N1,,
140,290 N1,,
141,290 T1,,
142,293 N1,,
143,293 T1,,
144,2 15.4379 T1,,
145,2 15.4379 T4,,
146,2 15.4379 T2,,
147,2 15.4379 T3,,
148,307 T1,,
149,313 N1,,
150,316 N1,,
151,317 N1,,
152,324 N1,,
153,324 T1,,
154,325 N1,,
155,328 N1,,
156,328 T1,,
157,334 T1,,
158,334 N1,,
159,335 T1,,
160,335 N1,,
161,34 15.15571 1.1,,
162,34 15.15571 1.2,,
163,34 15.15571 2.1,,
164,34 15.15571 2.2,,
165,35 15.16251 2.1,,
166,35 15.16251 2.2,,
167,35 15.16251 1.2,,
168,35 15.16251 1.1,,
169,37 17.2311 1 TM,,
170,37 17.2311 1 normal,,
171,43 14.12458 Ib1b,,
172,43 14.12458 Ib3,,
173,45 14.13033 b6,,
174,45 14.13033 b4,,
175,48 14.15849 8C,,
176,48 14.15849 norm,,
177,49 15.2000 c1,,
178,49 15.2000 b2,,
179,4 15.5542 1.1,,
180,4 15.5542 1.3,,
181,4 15.5542 1.2,,
182,4 15.5542 2.1,,
183,50 15.2676 TM1,,
184,50 15.2676 TM2,,
185,50 15.2676 normal,,
186,51 15.3445 TM,,
187,51 15.3445 normal,,
188,54 15.5286 c49,,
189,54 15.5286 C66,,
190,54 15.5286 C76,,
191,58 15.13810 T1.2,,
192,58 15.13810 T1.1,,
193,58 15.13810 N2.2,,
194,58 15.13810 N2.1,,
195,59 15.8220 a,,
196,59 15.8220 1 5a,,
197,61 15.8862 7B,,
198,61 15.8862 normal,,
199,62 15.14428 4A,,
200,62 15.14428 normal,,
201,64 15.12238 normal,,
202,64 15.12238 Tumor,,
203,65 15.11578 e1,,
204,65 15.11578 d1,,
205,75 16.2709 f11,,
206,75 16.2709 TM,,
207,75 16.2709 normal,,
208,7 15.3729 1.1,,
209,7 15.3729 1.2,,
210,7 H 15.3729 2.1 T1,,
211,7 H 15.3729 2.2 T2,,
212,7 15.3729 2.2,,
213,7 15.3729 2.1,,
214,83 15.8623 2.1,,
215,83 15.8623 1.3,,
216,83 15.8623 1.4,,
217,83 15.8623 1.5,,
218,83 15.8623 1.1,,
219,83 15.8623 1.2,,
220,83 15.8623 2.2,,
221,84 H 16.5194 1.1,,
222,84 H 16.5194 2.1 PA,,
223,8 H 16.5165 2.2,,
224,8 H 16.5165 1.1,,
225,8 H 16.5165 2.4,,
226,8 H 16.5165 1.2,,
227,91 H 15.5457 1.2,,
228,91 H 15.5457 1.1,,
229,97 16.13893 1.1,,
230,97 16.13893 2.1,,
231,98 15.25148 1.1,,
232,98 15.25148 2.2,,
233,98 15.25148 2.1,,
234,C 16.10821 2E he_100729,,
235,C 16.10821 2B he_101102,,
236,C 18.13124 2H he_215147,,
237,C 18.13124 2E he_214841,,
238,C 18.13124 2C he_215544,,
239,C 14.16487 4A pas_103855,,
240,C 17.17358 2G he_112637,,
241,C 17.17360 2E he_045047,,
242,C 17.17360 3C he_050600,,
243,C 17.17360 2A he_045849,,
244,C 17.17360 3B he_050214,,
245,C 17.17360 2F he_045426,,
246,C 18.17537 2H he_213456,,
247,C 18.17537 3C he_213835,,
248,C 18.17537 3A he_214105,,
249,C 18.17537 2A he_213141,,
250,C 18.17537 2I he_214527,,
251,C 17.20195 2A he_041300,,
252,C 17.20195 2B he_041650,,
253,C 17.20195 2C he_040509,,
254,C 17.20195 2E he_040917,,
255,C 17.22002 2C he_035726,,
256,C 17.22002 2B he_040117,,
257,C 13.22089 4A he_105839,,
258,C 18.23144 2C he_210452,,
259,C 18.23144 2B he_210104,,
260,C 17.2628 4A he_065112,,
261,C 16.26859 2D he_090846,,
262,C 17.2882 5B he_064727,,
263,C 17.2882 5D he_064324,,
264,C 17.32211 3F he_034105,,
265,C 17.32211 2B he_032431,,
266,C 17.32211 2I he_032953,,
267,C 17.32211 2M he_033431,,
268,C 17.32211 2E he_033805,,
269,C 17.32211 2H he_034352,,
270,C 17.32587 2I he_032106,,
271,C 17.32587 2J he_031653,,
272,C 17.32587 2F he_031348,,
273,C 17.32587 2C he_024858,,
274,C 17.32587 2A he_025601,,
275,C 17.32587 2K he_025245,,
276,C 17.32587 2B he_030634,,
277,C 17.32587 3C he_025926,,
278,C 17.32587 2H he_031002,,
279,C 17.32587 2C pas_030254,,
280,C 16.33050 2G he_090110,,
281,C 17.35942 2A he_021245,,
282,C 17.35942 2F he_020604,,
283,C 17.35942 2B he_020907,,
284,C 16.38030 2E he_082649,,
285,C 16.38030 1J he_082348,,
286,C 16.38030 1H he_083040,,
287,C 16.38030 1I he_082007,,
288,C 16.38030 2D he_083418,,
289,C 18.3904 2A he_224556,,
290,C 18.3904 2B he_224256,,
291,C 16.44640 2C he_075817,,
292,C 16.44640 2B he_080154,,
293,C 18.4526 2D he_223258,,
294,C 18.4526 2F he_223920,,
295,C 16.45680 2C he_070257,,
296,C 17.45812 2D he_001907,,
297,C 17.45812 2A he_001534,,
298,C 17.50389 2D,,
299,C 17.50389 2C,,
300,C 17.50389 2B,,
301,C 17.50389 2E,,
302,C 17.51196 2D he_234255,,
303,C 17.51196 2A he_233117,,
304,C 17.51196 2G he_233951,,
305,C 17.51196 2B he_233455,,
306,C 17.51196 2C he_232757,,
307,C 17.51196 3D he_233659,,
308,C 16.7946 2F he_101451,,
309,C 16.7946 2B he_101806,,
310,C 17.8037 5A he_061238,,
311,C 17.8037 1B he_061008,,
312,C 18.8618 3B he_220740,,
313,C 18.8618 3F,,
314,C 18.8618 3K he_220118,,
315,C 18.8618 2H he_215853,,
316,C 18.8618 2E he_220415,,
317,C 18.8618 3H he_221442,,
318,C 17.9203 2B1 he_054951,,
319,C 17.9203 2E he_054634,,
320,100 15.2600 1.1,,
321,100 15.2600 2.1,,
322,100 15.2600 2.2,,
323,109 15.28188 2.1,,
324,109 15.28188 1.1,,
325,109 15.28188 2.2,,
326,115 28928 8T,,
327,115 28928 8V,,
328,119 17.16488 3,,
329,119 17.16488 2,,
330,119 17.16488 1,,
331,11 15.3990 2.1,,
332,11 15.3990 1.1 H.L. TMA,,
333,11 15.3990 2.2,,
334,11 15.3990 1.2,,
335,125 H 17.2982 2.2,,
336,125 H 17.2982 1.1,,
337,125 H 17.2982 2.1,,
338,125 H 17.2982 1.2,,
339,126 15.7307 J,,
340,137 N1,,
341,137 T2,,
342,137 T1,,
343,143 N1,,
344,143 T2,,
345,143 T1,,
346,143 N2,,
347,149 N2,,
348,149 N1,,
349,149 T1,,
350,149 T2,,
351,150 N1,,
352,150 T1,,
353,154 T3,,
354,154 T2,,
355,154 T1,,
356,154 N1,,
357,154 N2,,
358,162 N1,,
359,162 N4,,
360,162 N3,,
361,162 T3,,
362,162 N2,,
363,162 T6,,
364,162 T2,,
365,162 T5,,
366,162 T1,,
367,162 T4,,
368,164 N1,,
369,164 T3,,
370,164 N2,,
371,164 T1,,
372,164 T2,,
373,164 N3,,
374,176 T1,,
375,176 N1,,
376,18 15.8273 1.2,,
377,18 15.8273 2.1,,
378,18 15.8273 2.2,,
379,18 15.8273 1.1,,
380,190 T1,,
381,190 N1,,
382,192 T1,,
383,193 N1,,
384,193 T3,,
385,193 N2,,
386,193 T1,,
387,193 T2,,
388,204 N1,,
389,204 T1,,
390,207 N1,,
391,207 T1,,
392,209 T2,,
393,209 N1,,
394,209 T1,,
395,209 N2,,
396,210 T1,,
397,210 N2,,
398,215 T1,,
399,215 N1,,
400,221 N1,,
401,221 T1,,
402,222 T1,,
403,222 N1,,
404,227 N1,,
405,227 T1,,
406,234 N1,,
407,234 T1,,
408,23 15.1107 i,,
409,23 15.1107 g,,
410,242 T1,,
411,242 N1,,
412,245 N1,,
413,245 T1,,
414,250 N1,,
415,250 T1,,
416,254 T1,,
417,254 N1,,
418,267 N1,,
419,269 N1,,
420,269 T1,,
421,272 T1,,
422,272 N1,,
423,285 N1,,
424,289 N1,,
425,289 T1,,
426,295 N1,,
427,298 N1,,
428,302 T2,,
429,302 T1,,
430,304 T1,,
431,311 T1,,
432,314 N1,,
433,315 T1,,
434,315 N1,,
435,319 A,,
436,320 N1,,
437,320 T1,,
438,322 N1,,
439,329 N1,,
440,329 T1,,
441,32 17.322 f6a,,
442,32 17.322 TM,,
443,337 N1,,
444,33 16.928 1e 4d,,
445,33 16.928 1e 2a,,
446,39 15.33 1e 9d,,
447,39 15.33 1e 7b,,
448,41 15.1241 TM,,
449,41 15.1241 norm,,
450,42 14.10866 K6,,
451,42 14.10866 m1,,
452,6 15.4595 2.1,,
453,6 15.4595 1.1,,
454,6 15.4595 2.2,,
455,6 15.4595 1.2,,
456,72 16.6464 49,,
457,72 16.6464 f9,,
458,81 1151 f,,
459,81 1151 e,,
460,81 1151 b,,
461,82 17.1547 1.1,,
462,82 17.1547 1.2,,
463,82 17.1547 1.4,,
464,82 17.1547 1.3,,
465,82 17.1547 2.2,,
466,82 17.1547 2.1,,
467,82 17.1547 2.4,,
468,82 17.1547 2.3,,
469,87 H 15.893 1.1,,
470,87 H 15.893 2.1,,
471,88 H 16.6190 1.1,,
472,88 H 16.6190 2.1,,
473,92 H 15.3793 1.1,,
474,92 H 15.3793 2.1,,
475,95 H 15.3141 1.1,,
476,96 H 15.3068 1.1,,
477,C 16.11091 2B he_100310,,
478,C 16.11238 2D he_095424,,
479,C 16.11238 2E he_095904,,
480,C 17.12297 2B1 he_053936,,
481,C 17.12297 2A2 he_054238,,
482,C 17.12297 2A1 he_053610,,
483,C 16.125 2B he_103547,,
484,C 16.125 2C he_103212,,
485,C 17.13061 3C he_052922,,
486,C 17.13061 3A he_053237,,
487,C 17.14901 2B he_052114,,
488,C 17.14901 2A he_052517,,
489,C 16.17171 2A he_094746,,
490,C 13.22838 7E he_105439,,
491,C 13.25902 5E he_105107,,
492,C 16.33596 4G he_085029,,
493,C 17.38328 3C he_010758,,
494,C 17.38328 2B he_011411,,
495,C 17.38328 3D he_011103,,
496,C 17.38328 2A he_010501,,
497,C 17.38328 2C he_010131,,
498,C 18.44036 2C he_205651,,
499,C 18.44036 2E he_205313,,
500,C 18.44036 2B he_204936,,
501,C 17.6967 2A he_062203,,
502,C 17.6967 3A he_061934,,
503,C 17.6967 2E he_061553,,
