,train,val,test
311,C 17.51196 2A he_233117,,
312,C 17.51196 2G he_233951,,
313,C 17.51196 2B he_233455,,
314,C 17.51196 2C he_232757,,
315,C 17.51196 3D he_233659,,
316,C 17.6716 2E he_063624,,
317,C 17.6716 2J he_063312,,
318,C 17.6716 2F he_062945,,
319,C 17.6716 2G he_063928,,
320,C 17.6716 2H he_062545,,
321,C 16.7946 2F he_101451,,
322,C 16.7946 2B he_101806,,
323,C 17.8037 5A he_061238,,
324,C 17.8037 1B he_061008,,
325,C 17.9203 2B1 he_054951,,
326,C 17.9203 2E he_054634,,
327,100 15.2600 1.1,,
328,100 15.2600 2.1,,
329,100 15.2600 2.2,,
330,105 17.12464 2.1,,
331,105 17.12464 1.1,,
332,115 28928 8T,,
333,115 28928 8V,,
334,119 17.16488 3,,
335,119 17.16488 2,,
336,119 17.16488 1,,
337,11 15.3990 2.1,,
338,11 15.3990 1.1 H.L. TMA,,
339,11 15.3990 2.2,,
340,11 15.3990 1.2,,
341,125 H 17.2982 2.2,,
342,125 H 17.2982 1.1,,
343,125 H 17.2982 2.1,,
344,125 H 17.2982 1.2,,
345,126 15.7307 J,,
346,130 16.4990 L,,
347,130 16.4990 A,,
348,133 15.161 G,,
349,133 15.161 A,,
350,137 N1,,
351,137 T2,,
352,137 T1,,
353,142 T1,,
354,142 N1,,
355,142 T2,,
356,142 T4,,
357,142 N3,,
358,142 N2,,
359,142 T3,,
360,143 N1,,
361,143 T2,,
362,143 T1,,
363,143 N2,,
364,150 N1,,
365,150 T1,,
366,154 T3,,
367,154 T2,,
368,154 T1,,
369,154 N1,,
370,154 N2,,
371,162 N1,,
372,162 N4,,
373,162 N3,,
374,162 T3,,
375,162 N2,,
376,162 T6,,
377,162 T2,,
378,162 T5,,
379,162 T1,,
380,162 T4,,
381,175 T2,,
382,175 T1,,
383,175 N1,,
384,175 N2,,
385,175 T3,,
386,176 T1,,
387,176 N1,,
388,18 15.8273 1.2,,
389,18 15.8273 2.1,,
390,18 15.8273 2.2,,
391,18 15.8273 1.1,,
392,190 T1,,
393,190 N1,,
394,192 T1,,
395,193 N1,,
396,193 T3,,
397,193 N2,,
398,193 T1,,
399,193 T2,,
400,196 T1,,
401,196 N1,,
402,207 N1,,
403,207 T1,,
404,210 T1,,
405,210 N2,,
406,215 T1,,
407,215 N1,,
408,227 N1,,
409,227 T1,,
410,234 N1,,
411,234 T1,,
412,23 15.1107 i,,
413,23 15.1107 g,,
414,242 T1,,
415,242 N1,,
416,245 N1,,
417,245 T1,,
418,250 N1,,
419,250 T1,,
420,254 T1,,
421,254 N1,,
422,262 N1,,
423,263 N1,,
424,267 N1,,
425,26 16.7705 TK,,
426,26 16.7705 Tg,,
427,275 T1,,
428,285 N1,,
429,289 N1,,
430,289 T1,,
431,295 N1,,
432,296 T1,,
433,296 N1,,
434,298 N1,,
435,304 T1,,
436,310 T1,,
437,311 T1,,
438,320 N1,,
439,320 T1,,
440,327 T1,,
441,327 N1,,
442,32 17.322 f6a,,
443,32 17.322 TM,,
444,337 N1,,
445,33 16.928 1e 4d,,
446,33 16.928 1e 2a,,
447,39 15.33 1e 9d,,
448,39 15.33 1e 7b,,
449,41 15.1241 TM,,
450,41 15.1241 norm,,
451,42 14.10866 K6,,
452,42 14.10866 m1,,
453,52 15.4166 normal,,
454,52 15.4166 5a,,
455,68 15.9478 3b,,
456,68 15.9478 8,,
457,6 15.4595 2.1,,
458,6 15.4595 1.1,,
459,6 15.4595 2.2,,
460,6 15.4595 1.2,,
461,72 16.6464 49,,
462,72 16.6464 f9,,
463,81 1151 f,,
464,81 1151 e,,
465,81 1151 b,,
466,82 17.1547 1.1,,
467,82 17.1547 1.2,,
468,82 17.1547 1.4,,
469,82 17.1547 1.3,,
470,82 17.1547 2.2,,
471,82 17.1547 2.1,,
472,82 17.1547 2.4,,
473,82 17.1547 2.3,,
474,87 H 15.893 1.1,,
475,87 H 15.893 2.1,,
476,88 H 16.6190 1.1,,
477,88 H 16.6190 2.1,,
478,92 H 15.3793 1.1,,
479,92 H 15.3793 2.1,,
480,95 H 15.3141 1.1,,
481,96 H 15.3068 1.1,,
482,C 16.11091 2B he_100310,,
483,C 16.11238 2D he_095424,,
484,C 16.11238 2E he_095904,,
485,C 17.12297 2B1 he_053936,,
486,C 17.12297 2A2 he_054238,,
487,C 17.12297 2A1 he_053610,,
488,C 17.13061 3C he_052922,,
489,C 17.13061 3A he_053237,,
490,C 16.17171 2A he_094746,,
491,C 18.18787 3A he_212718,,
492,C 18.18787 2A he_211956,,
493,C 18.18787 2F he_211329,,
494,C 18.18787 2B he_211645,,
495,C 18.18787 2D he_212354,,
496,C 18.18787 2C he_210917,,
497,C 13.20346 4C he_110159,,
498,C 13.25902 5E he_105107,,
499,C 16.33596 4G he_085029,,
500,C 17.36134 2B he_015448,,
501,C 17.36134 2C he_015157,,
502,C 17.36134 2E he_015844,,
503,C 17.36134 2D he_020230,,
504,C 17.38328 3C he_010758,,
505,C 17.38328 2B he_011411,,
506,C 17.38328 3D he_011103,,
507,C 17.38328 2A he_010501,,
508,C 17.38328 2C he_010131,,
509,C 18.44036 2C he_205651,,
510,C 18.44036 2E he_205313,,
511,C 18.44036 2B he_204936,,
512,C 17.6967 2A he_062203,,
513,C 17.6967 3A he_061934,,
514,C 17.6967 2E he_061553,,
