,train,val,test
167,307 T1,,
168,30 H 16.444 1-15,,
169,30 H 16.444 2.1,,
170,30 H 16.444 2.2,,
171,313 N1,,
172,316 N1,,
173,317 N1,,
174,318 N1,,
175,318 T1,,
176,324 N1,,
177,324 T1,,
178,325 N1,,
179,334 T1,,
180,334 N1,,
181,335 T1,,
182,335 N1,,
183,34 15.15571 1.1,,
184,34 15.15571 1.2,,
185,34 15.15571 2.1,,
186,34 15.15571 2.2,,
187,35 15.16251 2.1,,
188,35 15.16251 2.2,,
189,35 15.16251 1.2,,
190,35 15.16251 1.1,,
191,38 17.2365 normal,,
192,38 17.2365 TM,,
193,43 14.12458 Ib1b,,
194,43 14.12458 Ib3,,
195,45 14.13033 b6,,
196,45 14.13033 b4,,
197,48 14.15849 8C,,
198,48 14.15849 norm,,
199,49 15.2000 c1,,
200,49 15.2000 b2,,
201,4 15.5542 1.1,,
202,4 15.5542 1.3,,
203,4 15.5542 1.2,,
204,4 15.5542 2.1,,
205,51 15.3445 TM,,
206,51 15.3445 normal,,
207,54 15.5286 c49,,
208,54 15.5286 C66,,
209,54 15.5286 C76,,
210,58 15.13810 T1.2,,
211,58 15.13810 T1.1,,
212,58 15.13810 N2.2,,
213,58 15.13810 N2.1,,
214,59 15.8220 a,,
215,59 15.8220 1 5a,,
216,60 15.8584 ba,,
217,60 15.8584 8C,,
218,61 15.8862 7B,,
219,61 15.8862 normal,,
220,62 15.14428 4A,,
221,62 15.14428 normal,,
222,64 15.12238 normal,,
223,64 15.12238 Tumor,,
224,65 15.11578 e1,,
225,65 15.11578 d1,,
226,73 16.474 7C,,
227,73 16.474 5d,,
228,78 16.7399 3d,,
229,78 16.7399 1a,,
230,84 H 16.5194 1.1,,
231,84 H 16.5194 2.1 PA,,
232,91 H 15.5457 1.2,,
233,91 H 15.5457 1.1,,
234,97 16.13893 1.1,,
235,97 16.13893 2.1,,
236,98 15.25148 1.1,,
237,98 15.25148 2.2,,
238,98 15.25148 2.1,,
239,C 16.10821 2E he_100729,,
240,C 16.10821 2B he_101102,,
241,C 16.15924 2A he_095048,,
242,C 14.16487 4A pas_103855,,
243,C 17.17358 2G he_112637,,
244,C 17.17360 2E he_045047,,
245,C 17.17360 3C he_050600,,
246,C 17.17360 2A he_045849,,
247,C 17.17360 3B he_050214,,
248,C 17.17360 2F he_045426,,
249,C 18.17537 2H he_213456,,
250,C 18.17537 3C he_213835,,
251,C 18.17537 3A he_214105,,
252,C 18.17537 2A he_213141,,
253,C 18.17537 2I he_214527,,
254,C 17.20195 2A he_041300,,
255,C 17.20195 2B he_041650,,
256,C 17.20195 2C he_040509,,
257,C 17.20195 2E he_040917,,
258,C 17.22002 2C he_035726,,
259,C 17.22002 2B he_040117,,
260,C 13.22089 4A he_105839,,
261,C 17.2628 4A he_065112,,
262,C 17.2882 5B he_064727,,
263,C 17.2882 5D he_064324,,
264,C 17.32211 3F he_034105,,
265,C 17.32211 2B he_032431,,
266,C 17.32211 2I he_032953,,
267,C 17.32211 2M he_033431,,
268,C 17.32211 2E he_033805,,
269,C 17.32211 2H he_034352,,
270,C 17.32587 2I he_032106,,
271,C 17.32587 2J he_031653,,
272,C 17.32587 2F he_031348,,
273,C 17.32587 2C he_024858,,
274,C 17.32587 2A he_025601,,
275,C 17.32587 2K he_025245,,
276,C 17.32587 2B he_030634,,
277,C 17.32587 3C he_025926,,
278,C 17.32587 2H he_031002,,
279,C 17.32587 2C pas_030254,,
280,C 16.33050 2G he_090110,,
281,C 17.35942 2A he_021245,,
282,C 17.35942 2F he_020604,,
283,C 17.35942 2B he_020907,,
284,C 17.37698 3A he_013720,,
285,C 17.37698 2G he_012119,,
286,C 17.37698 3E he_012914,,
287,C 17.37698 2D he_011739,,
288,C 17.37698 2F he_012520,,
289,C 17.37698 3B he_013246,,
290,C 17.37698 2E he_014044,,
291,C 16.38030 2E he_082649,,
292,C 16.38030 1J he_082348,,
293,C 16.38030 1H he_083040,,
294,C 16.38030 1I he_082007,,
295,C 16.38030 2D he_083418,,
296,C 16.44640 2C he_075817,,
297,C 16.44640 2B he_080154,,
298,C 18.4526 2D he_223258,,
299,C 18.4526 2F he_223920,,
300,C 16.45680 2C he_070257,,
301,C 17.45812 2D he_001907,,
302,C 17.45812 2A he_001534,,
303,C 17.50389 2D,,
304,C 17.50389 2C,,
305,C 17.50389 2B,,
306,C 17.50389 2E,,
307,C 17.51196 2D he_234255,,
308,C 17.51196 2A he_233117,,
309,C 17.51196 2G he_233951,,
310,C 17.51196 2B he_233455,,
311,C 17.51196 2C he_232757,,
312,C 17.51196 3D he_233659,,
313,C 17.6716 2E he_063624,,
314,C 17.6716 2J he_063312,,
315,C 17.6716 2F he_062945,,
316,C 17.6716 2G he_063928,,
317,C 17.6716 2H he_062545,,
318,C 16.7946 2F he_101451,,
319,C 16.7946 2B he_101806,,
320,C 18.8618 3B he_220740,,
321,C 18.8618 3F,,
322,C 18.8618 3K he_220118,,
323,C 18.8618 2H he_215853,,
324,C 18.8618 2E he_220415,,
325,C 18.8618 3H he_221442,,
326,C 17.9203 2B1 he_054951,,
327,C 17.9203 2E he_054634,,
328,100 15.2600 1.1,,
329,100 15.2600 2.1,,
330,100 15.2600 2.2,,
331,105 17.12464 2.1,,
332,105 17.12464 1.1,,
333,109 15.28188 2.1,,
334,109 15.28188 1.1,,
335,109 15.28188 2.2,,
336,11 15.3990 2.1,,
337,11 15.3990 1.1 H.L. TMA,,
338,11 15.3990 2.2,,
339,11 15.3990 1.2,,
340,126 15.7307 J,,
341,130 16.4990 L,,
342,130 16.4990 A,,
343,133 15.161 G,,
344,133 15.161 A,,
345,137 N1,,
346,137 T2,,
347,137 T1,,
348,142 T1,,
349,142 N1,,
350,142 T2,,
351,142 T4,,
352,142 N3,,
353,142 N2,,
354,142 T3,,
355,143 N1,,
356,143 T2,,
357,143 T1,,
358,143 N2,,
359,149 N2,,
360,149 N1,,
361,149 T1,,
362,149 T2,,
363,150 N1,,
364,150 T1,,
365,154 T3,,
366,154 T2,,
367,154 T1,,
368,154 N1,,
369,154 N2,,
370,162 N1,,
371,162 N4,,
372,162 N3,,
373,162 T3,,
374,162 N2,,
375,162 T6,,
376,162 T2,,
377,162 T5,,
378,162 T1,,
379,162 T4,,
380,164 N1,,
381,164 T3,,
382,164 N2,,
383,164 T1,,
384,164 T2,,
385,164 N3,,
386,190 T1,,
387,190 N1,,
388,192 T1,,
389,193 N1,,
390,193 T3,,
391,193 N2,,
392,193 T1,,
393,193 T2,,
394,196 T1,,
395,196 N1,,
396,207 N1,,
397,207 T1,,
398,209 T2,,
399,209 N1,,
400,209 T1,,
401,209 N2,,
402,210 T1,,
403,210 N2,,
404,215 T1,,
405,215 N1,,
406,221 N1,,
407,221 T1,,
408,222 T1,,
409,222 N1,,
410,227 N1,,
411,227 T1,,
412,234 N1,,
413,234 T1,,
414,23 15.1107 i,,
415,23 15.1107 g,,
416,242 T1,,
417,242 N1,,
418,245 N1,,
419,245 T1,,
420,250 N1,,
421,250 T1,,
422,263 N1,,
423,269 N1,,
424,269 T1,,
425,275 T1,,
426,285 N1,,
427,289 N1,,
428,289 T1,,
429,295 N1,,
430,296 T1,,
431,296 N1,,
432,302 T2,,
433,302 T1,,
434,304 T1,,
435,310 T1,,
436,314 N1,,
437,319 A,,
438,320 N1,,
439,320 T1,,
440,322 N1,,
441,327 T1,,
442,327 N1,,
443,329 N1,,
444,329 T1,,
445,32 17.322 f6a,,
446,32 17.322 TM,,
447,337 N1,,
448,33 16.928 1e 4d,,
449,33 16.928 1e 2a,,
450,39 15.33 1e 9d,,
451,39 15.33 1e 7b,,
452,41 15.1241 TM,,
453,41 15.1241 norm,,
454,42 14.10866 K6,,
455,42 14.10866 m1,,
456,52 15.4166 normal,,
457,52 15.4166 5a,,
458,68 15.9478 3b,,
459,68 15.9478 8,,
460,6 15.4595 2.1,,
461,6 15.4595 1.1,,
462,6 15.4595 2.2,,
463,6 15.4595 1.2,,
464,72 16.6464 49,,
465,72 16.6464 f9,,
466,82 17.1547 1.1,,
467,82 17.1547 1.2,,
468,82 17.1547 1.4,,
469,82 17.1547 1.3,,
470,82 17.1547 2.2,,
471,82 17.1547 2.1,,
472,82 17.1547 2.4,,
473,82 17.1547 2.3,,
474,87 H 15.893 1.1,,
475,87 H 15.893 2.1,,
476,88 H 16.6190 1.1,,
477,88 H 16.6190 2.1,,
478,95 H 15.3141 1.1,,
479,96 H 15.3068 1.1,,
480,C 16.11091 2B he_100310,,
481,C 16.11238 2D he_095424,,
482,C 16.11238 2E he_095904,,
483,C 17.12297 2B1 he_053936,,
484,C 17.12297 2A2 he_054238,,
485,C 17.12297 2A1 he_053610,,
486,C 16.125 2B he_103547,,
487,C 16.125 2C he_103212,,
488,C 17.13061 3C he_052922,,
489,C 17.13061 3A he_053237,,
490,C 14.13484 8B he_104219,,
491,C 16.17171 2A he_094746,,
492,C 18.18787 3A he_212718,,
493,C 18.18787 2A he_211956,,
494,C 18.18787 2F he_211329,,
495,C 18.18787 2B he_211645,,
496,C 18.18787 2D he_212354,,
497,C 18.18787 2C he_210917,,
498,C 13.20346 4C he_110159,,
499,C 13.22838 7E he_105439,,
500,C 13.25902 5E he_105107,,
501,C 17.36134 2B he_015448,,
502,C 17.36134 2C he_015157,,
503,C 17.36134 2E he_015844,,
504,C 17.36134 2D he_020230,,
505,C 17.38328 3C he_010758,,
506,C 17.38328 2B he_011411,,
507,C 17.38328 3D he_011103,,
508,C 17.38328 2A he_010501,,
509,C 17.38328 2C he_010131,,
510,C 18.44036 2C he_205651,,
511,C 18.44036 2E he_205313,,
512,C 18.44036 2B he_204936,,
513,C 17.6967 2A he_062203,,
514,C 17.6967 3A he_061934,,
515,C 17.6967 2E he_061553,,
