,train,val,test
326,C 18.8618 3B he_220740,,
327,C 18.8618 3F,,
328,C 18.8618 3K he_220118,,
329,C 18.8618 2H he_215853,,
330,C 18.8618 2E he_220415,,
331,C 18.8618 3H he_221442,,
332,C 17.9203 2B1 he_054951,,
333,C 17.9203 2E he_054634,,
334,105 17.12464 2.1,,
335,105 17.12464 1.1,,
336,115 28928 8T,,
337,115 28928 8V,,
338,119 17.16488 3,,
339,119 17.16488 2,,
340,119 17.16488 1,,
341,11 15.3990 2.1,,
342,11 15.3990 1.1 H.L. TMA,,
343,11 15.3990 2.2,,
344,11 15.3990 1.2,,
345,125 H 17.2982 2.2,,
346,125 H 17.2982 1.1,,
347,125 H 17.2982 2.1,,
348,125 H 17.2982 1.2,,
349,126 15.7307 J,,
350,133 15.161 G,,
351,133 15.161 A,,
352,142 T1,,
353,142 N1,,
354,142 T2,,
355,142 T4,,
356,142 N3,,
357,142 N2,,
358,142 T3,,
359,143 N1,,
360,143 T2,,
361,143 T1,,
362,143 N2,,
363,149 N2,,
364,149 N1,,
365,149 T1,,
366,149 T2,,
367,150 N1,,
368,150 T1,,
369,154 T3,,
370,154 T2,,
371,154 T1,,
372,154 N1,,
373,154 N2,,
374,164 N1,,
375,164 T3,,
376,164 N2,,
377,164 T1,,
378,164 T2,,
379,164 N3,,
380,175 T2,,
381,175 T1,,
382,175 N1,,
383,175 N2,,
384,175 T3,,
385,176 T1,,
386,176 N1,,
387,18 15.8273 1.2,,
388,18 15.8273 2.1,,
389,18 15.8273 2.2,,
390,18 15.8273 1.1,,
391,190 T1,,
392,190 N1,,
393,192 T1,,
394,193 N1,,
395,193 T3,,
396,193 N2,,
397,193 T1,,
398,193 T2,,
399,196 T1,,
400,196 N1,,
401,209 T2,,
402,209 N1,,
403,209 T1,,
404,209 N2,,
405,210 T1,,
406,210 N2,,
407,215 T1,,
408,215 N1,,
409,221 N1,,
410,221 T1,,
411,222 T1,,
412,222 N1,,
413,227 N1,,
414,227 T1,,
415,234 N1,,
416,234 T1,,
417,23 15.1107 i,,
418,23 15.1107 g,,
419,242 T1,,
420,242 N1,,
421,245 N1,,
422,245 T1,,
423,250 N1,,
424,250 T1,,
425,254 T1,,
426,254 N1,,
427,262 N1,,
428,263 N1,,
429,267 N1,,
430,26 16.7705 TK,,
431,26 16.7705 Tg,,
432,275 T1,,
433,289 N1,,
434,289 T1,,
435,295 N1,,
436,296 T1,,
437,296 N1,,
438,298 N1,,
439,302 T2,,
440,302 T1,,
441,310 T1,,
442,311 T1,,
443,314 N1,,
444,315 T1,,
445,315 N1,,
446,319 A,,
447,320 N1,,
448,320 T1,,
449,322 N1,,
450,327 T1,,
451,327 N1,,
452,32 17.322 f6a,,
453,32 17.322 TM,,
454,41 15.1241 TM,,
455,41 15.1241 norm,,
456,52 15.4166 normal,,
457,52 15.4166 5a,,
458,68 15.9478 3b,,
459,68 15.9478 8,,
460,72 16.6464 49,,
461,72 16.6464 f9,,
462,81 1151 f,,
463,81 1151 e,,
464,81 1151 b,,
465,87 H 15.893 1.1,,
466,87 H 15.893 2.1,,
467,88 H 16.6190 1.1,,
468,88 H 16.6190 2.1,,
469,92 H 15.3793 1.1,,
470,92 H 15.3793 2.1,,
471,95 H 15.3141 1.1,,
472,96 H 15.3068 1.1,,
473,9 16.6833 2.1,,
474,9 16.6833 1.1,,
475,C 16.11091 2B he_100310,,
476,C 16.11238 2D he_095424,,
477,C 16.11238 2E he_095904,,
478,C 17.12297 2B1 he_053936,,
479,C 17.12297 2A2 he_054238,,
480,C 17.12297 2A1 he_053610,,
481,C 16.125 2B he_103547,,
482,C 16.125 2C he_103212,,
483,C 17.13061 3C he_052922,,
484,C 17.13061 3A he_053237,,
485,C 14.13484 8B he_104219,,
486,C 17.14901 2B he_052114,,
487,C 17.14901 2A he_052517,,
488,C 18.18787 3A he_212718,,
489,C 18.18787 2A he_211956,,
490,C 18.18787 2F he_211329,,
491,C 18.18787 2B he_211645,,
492,C 18.18787 2D he_212354,,
493,C 18.18787 2C he_210917,,
494,C 13.20346 4C he_110159,,
495,C 13.22838 7E he_105439,,
496,C 16.33596 4G he_085029,,
497,C 17.36134 2B he_015448,,
498,C 17.36134 2C he_015157,,
499,C 17.36134 2E he_015844,,
500,C 17.36134 2D he_020230,,
501,C 17.38328 3C he_010758,,
502,C 17.38328 2B he_011411,,
503,C 17.38328 3D he_011103,,
504,C 17.38328 2A he_010501,,
505,C 17.38328 2C he_010131,,
506,C 18.44036 2C he_205651,,
507,C 18.44036 2E he_205313,,
508,C 18.44036 2B he_204936,,
509,C 17.6967 2A he_062203,,
510,C 17.6967 3A he_061934,,
511,C 17.6967 2E he_061553,,
