,train,val,test
211,83 15.8623 1.1,,
212,83 15.8623 1.2,,
213,83 15.8623 2.2,,
214,84 H 16.5194 1.1,,
215,84 H 16.5194 2.1 PA,,
216,89 H 15.5476 1.1,,
217,89 H 15.5476 2.1,,
218,8 H 16.5165 2.2,,
219,8 H 16.5165 1.1,,
220,8 H 16.5165 2.4,,
221,8 H 16.5165 1.2,,
222,97 16.13893 1.1,,
223,97 16.13893 2.1,,
224,98 15.25148 1.1,,
225,98 15.25148 2.2,,
226,98 15.25148 2.1,,
227,C 16.10821 2E he_100729,,
228,C 16.10821 2B he_101102,,
229,C 18.13124 2H he_215147,,
230,C 18.13124 2E he_214841,,
231,C 18.13124 2C he_215544,,
232,C 16.15924 2A he_095048,,
233,C 14.16487 4A pas_103855,,
234,C 17.17358 2G he_112637,,
235,C 18.17537 2H he_213456,,
236,C 18.17537 3C he_213835,,
237,C 18.17537 3A he_214105,,
238,C 18.17537 2A he_213141,,
239,C 18.17537 2I he_214527,,
240,C 16.19508 2B he_094020,,
241,C 16.19508 2A he_094432,,
242,C 17.20195 2A he_041300,,
243,C 17.20195 2B he_041650,,
244,C 17.20195 2C he_040509,,
245,C 17.20195 2E he_040917,,
246,C 17.22002 2C he_035726,,
247,C 17.22002 2B he_040117,,
248,C 13.22089 4A he_105839,,
249,C 18.23144 2C he_210452,,
250,C 18.23144 2B he_210104,,
251,C 17.2628 4A he_065112,,
252,C 16.26859 2D he_090846,,
253,C 17.2882 5B he_064727,,
254,C 17.2882 5D he_064324,,
255,C 17.32211 3F he_034105,,
256,C 17.32211 2B he_032431,,
257,C 17.32211 2I he_032953,,
258,C 17.32211 2M he_033431,,
259,C 17.32211 2E he_033805,,
260,C 17.32211 2H he_034352,,
261,C 17.32587 2I he_032106,,
262,C 17.32587 2J he_031653,,
263,C 17.32587 2F he_031348,,
264,C 17.32587 2C he_024858,,
265,C 17.32587 2A he_025601,,
266,C 17.32587 2K he_025245,,
267,C 17.32587 2B he_030634,,
268,C 17.32587 3C he_025926,,
269,C 17.32587 2H he_031002,,
270,C 17.32587 2C pas_030254,,
271,C 16.33050 2G he_090110,,
272,C 17.35942 2A he_021245,,
273,C 17.35942 2F he_020604,,
274,C 17.35942 2B he_020907,,
275,C 17.37698 3A he_013720,,
276,C 17.37698 2G he_012119,,
277,C 17.37698 3E he_012914,,
278,C 17.37698 2D he_011739,,
279,C 17.37698 2F he_012520,,
280,C 17.37698 3B he_013246,,
281,C 17.37698 2E he_014044,,
282,C 16.38030 2E he_082649,,
283,C 16.38030 1J he_082348,,
284,C 16.38030 1H he_083040,,
285,C 16.38030 1I he_082007,,
286,C 16.38030 2D he_083418,,
287,C 18.3904 2A he_224556,,
288,C 18.3904 2B he_224256,,
289,C 16.44640 2C he_075817,,
290,C 16.44640 2B he_080154,,
291,C 18.4526 2D he_223258,,
292,C 18.4526 2F he_223920,,
293,C 16.45680 2C he_070257,,
294,C 17.45812 2D he_001907,,
295,C 17.45812 2A he_001534,,
296,C 17.50389 2D,,
297,C 17.50389 2C,,
298,C 17.50389 2B,,
299,C 17.50389 2E,,
300,C 17.51196 2D he_234255,,
301,C 17.51196 2A he_233117,,
302,C 17.51196 2G he_233951,,
303,C 17.51196 2B he_233455,,
304,C 17.51196 2C he_232757,,
305,C 17.51196 3D he_233659,,
306,C 17.6716 2E he_063624,,
307,C 17.6716 2J he_063312,,
308,C 17.6716 2F he_062945,,
309,C 17.6716 2G he_063928,,
310,C 17.6716 2H he_062545,,
311,C 17.8037 5A he_061238,,
312,C 17.8037 1B he_061008,,
313,C 18.8618 3B he_220740,,
314,C 18.8618 3F,,
315,C 18.8618 3K he_220118,,
316,C 18.8618 2H he_215853,,
317,C 18.8618 2E he_220415,,
318,C 18.8618 3H he_221442,,
319,C 17.9203 2B1 he_054951,,
320,C 17.9203 2E he_054634,,
321,100 15.2600 1.1,,
322,100 15.2600 2.1,,
323,100 15.2600 2.2,,
324,105 17.12464 2.1,,
325,105 17.12464 1.1,,
326,109 15.28188 2.1,,
327,109 15.28188 1.1,,
328,109 15.28188 2.2,,
329,119 17.16488 3,,
330,119 17.16488 2,,
331,119 17.16488 1,,
332,11 15.3990 2.1,,
333,11 15.3990 1.1 H.L. TMA,,
334,11 15.3990 2.2,,
335,11 15.3990 1.2,,
336,126 15.7307 J,,
337,130 16.4990 L,,
338,130 16.4990 A,,
339,133 15.161 G,,
340,133 15.161 A,,
341,137 N1,,
342,137 T2,,
343,137 T1,,
344,142 T1,,
345,142 N1,,
346,142 T2,,
347,142 T4,,
348,142 N3,,
349,142 N2,,
350,142 T3,,
351,143 N1,,
352,143 T2,,
353,143 T1,,
354,143 N2,,
355,149 N2,,
356,149 N1,,
357,149 T1,,
358,149 T2,,
359,150 N1,,
360,150 T1,,
361,154 T3,,
362,154 T2,,
363,154 T1,,
364,154 N1,,
365,154 N2,,
366,164 N1,,
367,164 T3,,
368,164 N2,,
369,164 T1,,
370,164 T2,,
371,164 N3,,
372,175 T2,,
373,175 T1,,
374,175 N1,,
375,175 N2,,
376,175 T3,,
377,18 15.8273 1.2,,
378,18 15.8273 2.1,,
379,18 15.8273 2.2,,
380,18 15.8273 1.1,,
381,190 T1,,
382,190 N1,,
383,192 T1,,
384,193 N1,,
385,193 T3,,
386,193 N2,,
387,193 T1,,
388,193 T2,,
389,196 T1,,
390,196 N1,,
391,204 N1,,
392,204 T1,,
393,210 T1,,
394,210 N2,,
395,221 N1,,
396,221 T1,,
397,222 T1,,
398,222 N1,,
399,227 N1,,
400,227 T1,,
401,23 15.1107 i,,
402,23 15.1107 g,,
403,245 N1,,
404,245 T1,,
405,250 N1,,
406,250 T1,,
407,254 T1,,
408,254 N1,,
409,262 N1,,
410,263 N1,,
411,267 N1,,
412,269 N1,,
413,269 T1,,
414,26 16.7705 TK,,
415,26 16.7705 Tg,,
416,272 T1,,
417,272 N1,,
418,275 T1,,
419,289 N1,,
420,289 T1,,
421,295 N1,,
422,302 T2,,
423,302 T1,,
424,304 T1,,
425,310 T1,,
426,311 T1,,
427,314 N1,,
428,315 T1,,
429,315 N1,,
430,319 A,,
431,320 N1,,
432,320 T1,,
433,322 N1,,
434,327 T1,,
435,327 N1,,
436,32 17.322 f6a,,
437,32 17.322 TM,,
438,337 N1,,
439,33 16.928 1e 4d,,
440,33 16.928 1e 2a,,
441,39 15.33 1e 9d,,
442,39 15.33 1e 7b,,
443,52 15.4166 normal,,
444,52 15.4166 5a,,
445,68 15.9478 3b,,
446,68 15.9478 8,,
447,6 15.4595 2.1,,
448,6 15.4595 1.1,,
449,6 15.4595 2.2,,
450,6 15.4595 1.2,,
451,72 16.6464 49,,
452,72 16.6464 f9,,
453,81 1151 f,,
454,81 1151 e,,
455,81 1151 b,,
456,87 H 15.893 1.1,,
457,87 H 15.893 2.1,,
458,88 H 16.6190 1.1,,
459,88 H 16.6190 2.1,,
460,96 H 15.3068 1.1,,
461,C 16.11091 2B he_100310,,
462,C 16.11238 2D he_095424,,
463,C 16.11238 2E he_095904,,
464,C 17.12297 2B1 he_053936,,
465,C 17.12297 2A2 he_054238,,
466,C 17.12297 2A1 he_053610,,
467,C 16.125 2B he_103547,,
468,C 16.125 2C he_103212,,
469,C 17.13061 3C he_052922,,
470,C 17.13061 3A he_053237,,
471,C 14.13484 8B he_104219,,
472,C 17.14901 2B he_052114,,
473,C 17.14901 2A he_052517,,
474,C 16.17171 2A he_094746,,
475,C 18.18787 3A he_212718,,
476,C 18.18787 2A he_211956,,
477,C 18.18787 2F he_211329,,
478,C 18.18787 2B he_211645,,
479,C 18.18787 2D he_212354,,
480,C 18.18787 2C he_210917,,
481,C 13.20346 4C he_110159,,
482,C 13.22838 7E he_105439,,
483,C 13.25902 5E he_105107,,
484,C 16.33596 4G he_085029,,
485,C 17.36134 2B he_015448,,
486,C 17.36134 2C he_015157,,
487,C 17.36134 2E he_015844,,
488,C 17.36134 2D he_020230,,
489,C 17.38328 3C he_010758,,
490,C 17.38328 2B he_011411,,
491,C 17.38328 3D he_011103,,
492,C 17.38328 2A he_010501,,
493,C 17.38328 2C he_010131,,
494,C 17.6967 2A he_062203,,
495,C 17.6967 3A he_061934,,
496,C 17.6967 2E he_061553,,
